seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PG7J,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G12786,030,07A000,120,2021-09-07,2022-09-05,2022-12-05 09:00,有価証券報告書（内国投資信託受益証券）－第5期(令和3年9月7日－令和4年9月5日),,,,,,,0,0,0,1,1,1,0
2,S100POCU,E12460,,7010001054021,野村アセットマネジメント株式会社,G08553,030,995000,180,,,2022-12-05 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
3,S100PNEL,E26704,,6010001141324,カレラアセットマネジメント株式会社,G11280,030,07A000,120,2022-03-08,2022-09-05,2022-12-05 09:00,有価証券報告書（内国投資信託受益証券）－第14期(令和4年3月8日－令和4年9月5日),,,,,,,0,0,0,1,1,1,0
4,S100POCV,E12460,,7010001054021,野村アセットマネジメント株式会社,G08788,030,995000,180,,,2022-12-05 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
5,S100PNEH,E26704,,6010001141324,カレラアセットマネジメント株式会社,G11280,030,04A000,030,,,2022-12-05 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
6,S100PPBX,E26704,,6010001141324,カレラアセットマネジメント株式会社,G14610,030,995000,180,,,2022-12-05 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
7,S100PP55,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11817,030,07A000,120,2022-03-04,2022-09-05,2022-12-05 09:01,有価証券報告書（内国投資信託受益証券）－第46期(令和4年3月4日－令和4年9月5日),,,,,,,0,0,0,1,1,1,0
8,S100PP5J,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11989,030,07A000,120,2022-03-08,2022-09-05,2022-12-05 09:01,有価証券報告書（内国投資信託受益証券）－第36期(令和4年3月8日－令和4年9月5日),,,,,,,0,0,0,1,1,1,0
9,S100PPBZ,E26704,,6010001141324,カレラアセットマネジメント株式会社,G13525,030,995000,180,,,2022-12-05 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100POCX,E12460,,7010001054021,野村アセットマネジメント株式会社,G08881,030,995000,180,,,2022-12-05 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
11,S100PP5F,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11989,030,04A000,030,,,2022-12-05 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
12,S100PO9U,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G13581,030,995000,180,,,2022-12-05 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
13,S100PETD,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10928,030,07A000,120,2022-03-09,2022-09-08,2022-12-05 09:01,有価証券報告書（内国投資信託受益証券）－第15期(令和4年3月9日－令和4年9月8日),,,,,,,0,0,0,1,1,1,0
14,S100PFQQ,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G12294,030,07A000,120,2022-03-08,2022-09-06,2022-12-05 09:02,有価証券報告書（内国投資信託受益証券）－第12期(令和4年3月8日－令和4年9月6日),,,,,,,0,0,0,1,1,1,0
15,S100PP5S,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12057,030,07A000,120,2021-09-07,2022-09-05,2022-12-05 09:02,有価証券報告書（内国投資信託受益証券）－第9期(令和3年9月7日－令和4年9月5日),,,,,,,0,0,0,1,1,1,0
16,S100POCY,E12460,,7010001054021,野村アセットマネジメント株式会社,G08974,030,995000,180,,,2022-12-05 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
17,S100PME0,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G12280,030,07A000,120,2021-09-07,2022-09-06,2022-12-05 09:02,有価証券報告書（内国投資信託受益証券）－第6期(令和3年9月7日－令和4年9月6日),,,,,,,0,0,0,1,1,1,0
