seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100YU50,E40155,,3010401162385,ｆｕｎｄｎｏｔｅ株式会社,G15667,030,10A000,160,2025-11-21,2026-12-16,2026-08-20 09:00,半期報告書（内国投資信託受益証券）－第1期(2025/11/21－2026/12/16),,,,,,,0,0,0,1,1,0,0,1,1
2,S100YXF8,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,,060,030002,350,,,2026-08-20 09:00,変更報告書（特例対象株券等）,E31729,,,,,,0,0,0,1,1,1,0,1,1
3,S100YRKP,E12460,,7010001054021,野村アセットマネジメント株式会社,G10083,030,07A000,120,2025-05-22,2026-05-21,2026-08-20 09:00,有価証券報告書（内国投資信託受益証券）－第13期(2025/05/22－2026/05/21),,,,,,,0,0,0,1,1,1,0,1,1
4,S100YV10,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G14351,030,10A000,160,2025-11-21,2026-11-20,2026-08-20 09:00,半期報告書（内国投資信託受益証券）－第5期(2025/11/21－2026/11/20),,,,,,,0,0,0,1,1,0,0,1,1
5,S100YS7V,E12460,,7010001054021,野村アセットマネジメント株式会社,G05171,030,995000,180,,,2026-08-20 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
6,S100YAE0,E30689,,4010001158535,あおぞら投信株式会社,G15355,030,10A000,160,2025-11-21,2026-11-20,2026-08-20 09:00,半期報告書（内国投資信託受益証券）－第2期(2025/11/21－2026/11/20),,,,,,,0,0,0,1,1,0,0,1,1
7,S100YUQ6,E40155,,3010401162385,ｆｕｎｄｎｏｔｅ株式会社,G15667,030,04A001,040,,,2026-08-20 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100WTI9,,0,0,0,1,1,1,0,1,1
8,S100YADY,E30689,,4010001158535,あおぞら投信株式会社,G15355,030,04A000,030,,,2026-08-20 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
9,S100YV0Z,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G14351,030,04A000,030,,,2026-08-20 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
10,S100YS7Y,E12460,,7010001054021,野村アセットマネジメント株式会社,G05241,030,995000,180,,,2026-08-20 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
11,S100YRKQ,E12460,,7010001054021,野村アセットマネジメント株式会社,G10083,030,04A000,030,,,2026-08-20 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
12,S100YW13,E35101,,,Ｒｏｂｅｃｏ　Ｉｎｓｔｉｔｕｔｉｏｎａｌ　Ａｓｓｅｔ　Ｍａｎａｇｅｍｅｎｔ　Ｂ．Ｖ．,,060,090001,360,,,2026-08-20 09:01,訂正報告書（大量保有報告書・変更報告書）,E03344,,,,S100YVAG,,0,0,0,1,1,0,0,1,1
13,S100YTOH,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G01354,030,07A000,120,2025-11-26,2026-05-25,2026-08-20 09:02,有価証券報告書（内国投資信託受益証券）－第52期(2025/11/26－2026/05/25),,,,,,,0,0,0,1,1,1,0,1,1
14,S100YAE2,E30689,,4010001158535,あおぞら投信株式会社,G15392,030,10A000,160,2025-11-21,2026-11-20,2026-08-20 09:02,半期報告書（内国投資信託受益証券）－第2期(2025/11/21－2026/11/20),,,,,,,0,0,0,1,1,0,0,1,1
15,S100YVA1,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G15216,030,07A000,120,2025-05-21,2026-05-20,2026-08-20 09:02,有価証券報告書（内国投資信託受益証券）－第2期(2025/05/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
16,S100YS81,E12460,,7010001054021,野村アセットマネジメント株式会社,G07112,030,995000,180,,,2026-08-20 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
17,S100YAE1,E30689,,4010001158535,あおぞら投信株式会社,G15392,030,04A000,030,,,2026-08-20 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
18,S100YSYT,E40155,,3010401162385,ｆｕｎｄｎｏｔｅ株式会社,G15383,030,04A001,040,,,2026-08-20 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100XP1A,,0,0,0,1,1,1,0,1,1
19,S100YTOG,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G01354,030,04A000,030,,,2026-08-20 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
20,S100YXP5,E01108,72820,7180001045235,豊田合成株式会社,,010,113001,090,,,2026-08-20 09:03,訂正発行登録書,,,,,S100XH49,,0,0,0,0,1,0,0,0,1
21,S100YTN2,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G15103,030,07A000,120,2025-11-21,2026-05-20,2026-08-20 09:03,有価証券報告書（内国投資信託受益証券）－第5期(2025/11/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
22,S100YV16,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G14352,030,10A000,160,2025-11-21,2026-11-20,2026-08-20 09:03,半期報告書（内国投資信託受益証券）－第5期(2025/11/21－2026/11/20),,,,,,,0,0,0,1,1,0,0,1,1
23,S100YTRP,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G04177,030,10A000,160,2025-11-26,2026-11-25,2026-08-20 09:04,半期報告書（内国投資信託受益証券）－第22期(2025/11/26－2026/11/25),,,,,,,0,0,0,1,1,0,0,1,1
24,S100YW5G,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G01773,030,995000,180,,,2026-08-20 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
25,S100YAKB,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G05131,030,07A000,120,2025-11-21,2026-05-20,2026-08-20 09:04,有価証券報告書（内国投資信託受益証券）－第39期(2025/11/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
26,S100YV9Y,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G15216,030,04A000,030,,,2026-08-20 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
27,S100YV11,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G14352,030,04A000,030,,,2026-08-20 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
28,S100YWQI,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G07564,030,04A000,030,,,2026-08-20 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
29,S100YAKA,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G05131,030,04A000,030,,,2026-08-20 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
30,S100YSX3,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G08784,030,07A000,120,2025-11-27,2026-05-26,2026-08-20 09:05,有価証券報告書（内国投資信託受益証券）－第28期(2025/11/27－2026/05/26),,,,,,,0,0,0,1,1,1,0,1,1
31,S100YUGA,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G10758,030,10A000,160,2025-11-21,2026-11-20,2026-08-20 09:05,半期報告書（内国投資信託受益証券）－第12期(2025/11/21－2026/11/20),,,,,,,0,0,0,1,1,0,0,1,1
32,S100YVYY,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G10111,030,10A000,160,2025-11-21,2026-11-20,2026-08-20 09:05,半期報告書（内国投資信託受益証券）－第13期(2025/11/21－2026/11/20),,,,,,,0,0,0,1,1,0,0,1,1
33,S100YWQJ,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G07564,030,07A000,120,2025-11-21,2026-05-20,2026-08-20 09:05,有価証券報告書（内国投資信託受益証券）－第34期(2025/11/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
34,S100YW5H,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G03590,030,995000,180,,,2026-08-20 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
35,S100YSWZ,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G08784,030,04A000,030,,,2026-08-20 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
36,S100YUGP,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G10758,030,04A000,030,,,2026-08-20 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
37,S100YVZB,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G10111,030,04A000,030,,,2026-08-20 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
38,S100YWQM,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G07755,030,04A000,030,,,2026-08-20 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
39,S100YTNR,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13275,030,07A000,120,2025-11-26,2026-05-25,2026-08-20 09:07,有価証券報告書（内国投資信託受益証券）－第45期(2025/11/26－2026/05/25),,,,,,,0,0,0,1,1,1,0,1,1
40,S100YW5L,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G03764,030,995000,180,,,2026-08-20 09:07,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
41,S100YXKC,E41913,,5010001082560,岡三証券株式会社,,060,030002,350,,,2026-08-20 09:07,変更報告書（特例対象株券等）,E37709,,,,,,0,0,0,1,1,0,0,1,1
42,S100YWB6,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G15059,030,07A000,120,2025-11-21,2026-05-20,2026-08-20 09:07,有価証券報告書（内国投資信託受益証券）－第5期(2025/11/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
43,S100YWQN,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G07755,030,07A000,120,2025-11-21,2026-05-20,2026-08-20 09:07,有価証券報告書（内国投資信託受益証券）－第33期(2025/11/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
44,S100YTN1,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G15103,030,04A000,030,,,2026-08-20 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
45,S100YV6U,E12453,,9010001025953,ニッセイアセットマネジメント株式会社,G11403,030,07A000,120,2025-11-21,2026-05-20,2026-08-20 09:07,有価証券報告書（内国投資信託受益証券）－第21期(2025/11/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
46,S100YTNT,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13275,030,04A000,030,,,2026-08-20 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
47,S100YPP1,E09666,,9010001062807,アムンディ・ジャパン株式会社,G15249,030,07A000,120,2025-11-21,2026-05-20,2026-08-20 09:08,有価証券報告書（内国投資信託受益証券）－第4期(2025/11/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
