seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100TLMW,E09666,,9010001062807,アムンディ・ジャパン株式会社,G07975,030,995000,180,,,2024-06-20 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
2,S100THBQ,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G13134,030,10A000,160,2023-09-21,2024-09-20,2024-06-20 09:00,半期報告書（内国投資信託受益証券）－第6期(2023/09/21－2024/09/20),,,,,,,0,0,0,1,1,0,0,1,1
3,S100TOAI,E31070,78160,3110001014316,株式会社スノーピーク,,010,053000,180,,,2024-06-20 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
4,S100TDQL,E12460,,7010001054021,野村アセットマネジメント株式会社,G13125,030,04A000,030,,,2024-06-20 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
5,S100TO87,E00119,19640,2120001049015,中外炉工業株式会社,,010,030000,120,2023-04-01,2024-03-31,2024-06-20 09:00,有価証券報告書－第82期(2023/04/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
6,S100TGBN,E10439,,4010001027269,ピクテ・ジャパン株式会社,G14319,030,04A000,030,,,2024-06-20 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
7,S100TND1,E01593,72590,6180301013611,株式会社アイシン,,010,053000,180,,,2024-06-20 09:01,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
8,S100TCWU,E12460,,7010001054021,野村アセットマネジメント株式会社,G08136,030,07A000,120,2023-09-21,2024-03-21,2024-06-20 09:01,有価証券報告書（内国投資信託受益証券）－第27期(2023/09/21－2024/03/21),,,,,,,0,0,0,1,1,1,0,1,1
9,S100TO4N,E00119,19640,2120001049015,中外炉工業株式会社,,015,010000,235,,,2024-06-20 09:01,内部統制報告書－第82期(2023/04/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
10,S100THUS,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10570,030,07A000,120,2023-09-27,2024-03-26,2024-06-20 09:01,有価証券報告書（内国投資信託受益証券）－第19期(2023/09/27－2024/03/26),,,,,,,0,0,0,1,1,1,0,1,1
11,S100TDQF,E12460,,7010001054021,野村アセットマネジメント株式会社,G13125,030,07A000,120,2023-03-23,2024-03-22,2024-06-20 09:01,有価証券報告書（内国投資信託受益証券）－第6期(2023/03/23－2024/03/22),,,,,,,0,0,0,1,1,1,0,1,1
12,S100T9PL,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G08470,030,07A000,120,2023-09-21,2024-03-21,2024-06-20 09:01,有価証券報告書（内国投資信託受益証券）－第25期(2023/09/21－2024/03/21),,,,,,,0,0,0,1,1,1,0,1,1
13,S100TO4F,E00119,19640,2120001049015,中外炉工業株式会社,,010,042000,135,,,2024-06-20 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
14,S100TL1V,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13272,030,995000,180,,,2024-06-20 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
15,S100TGBP,E10439,,4010001027269,ピクテ・ジャパン株式会社,G14319,030,10A000,160,2023-09-21,2024-09-20,2024-06-20 09:02,半期報告書（内国投資信託受益証券）－第3期(2023/09/21－2024/09/20),,,,,,,0,0,0,1,1,0,0,1,1
16,S100TND2,E01593,72590,6180301013611,株式会社アイシン,,010,113001,090,,,2024-06-20 09:02,訂正発行登録書,,,,,S100S35L,,0,0,0,0,1,0,0,0,1
