seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PS2J,E03575,83660,6160001000993,株式会社滋賀銀行,,010,170000,220,,,2022-12-14 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
2,S100PRTG,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G03455,030,995000,180,,,2022-12-14 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
3,S100PEHL,E12460,,7010001054021,野村アセットマネジメント株式会社,G04021,030,07A000,120,2022-03-16,2022-09-15,2022-12-14 09:00,有価証券報告書（内国投資信託受益証券）－第37期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
4,S100PS9D,E02847,75000,1010401021428,西川計測株式会社,,010,030001,130,,,2022-12-14 09:00,訂正有価証券報告書－第86期(令和2年7月1日－令和3年6月30日),,,,,S100MI75,,0,0,0,1,1,0,0
5,S100PBUH,E12430,,8010401072159,日興アセットマネジメント株式会社,G05425,030,07A000,120,2022-03-15,2022-09-14,2022-12-14 09:00,有価証券報告書（内国投資信託受益証券）－第31期(令和4年3月15日－令和4年9月14日),,,,,,,0,0,0,1,1,1,0
6,S100PS38,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11945,030,995000,180,,,2022-12-14 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
7,S100PPWT,E06748,,2010001049257,大和アセットマネジメント株式会社,G14056,030,07A000,120,2022-03-29,2022-09-28,2022-12-14 09:01,有価証券報告書（内国投資信託受益証券）－第3期(令和4年3月29日－令和4年9月28日),,,,,,,0,0,0,1,1,1,0
8,S100PBUG,E12430,,8010401072159,日興アセットマネジメント株式会社,G05425,030,04A000,030,,,2022-12-14 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
9,S100PNSQ,E14714,,2010001090483,キャピタル　アセットマネジメント株式会社,G14482,030,10A000,160,2022-03-15,2022-09-14,2022-12-14 09:01,半期報告書（内国投資信託受益証券）－第1期(令和4年3月15日－令和4年9月14日),,,,,,,0,0,0,1,1,0,0
10,S100PEHM,E12460,,7010001054021,野村アセットマネジメント株式会社,G04021,030,04A001,040,,,2022-12-14 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O0QQ,,0,0,0,1,1,0,0
11,S100PPJN,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13349,030,04A000,030,,,2022-12-14 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
12,S100PRH4,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G09252,030,07A000,120,2022-03-16,2022-09-15,2022-12-14 09:02,有価証券報告書（内国投資信託受益証券）－第19期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
13,S100PPWU,E06748,,2010001049257,大和アセットマネジメント株式会社,G14056,030,04A000,030,,,2022-12-14 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
14,S100PBUJ,E12430,,8010401072159,日興アセットマネジメント株式会社,G10412,030,07A000,120,2022-03-15,2022-09-14,2022-12-14 09:02,有価証券報告書（内国投資信託受益証券）－第17期(令和4年3月15日－令和4年9月14日),,,,,,,0,0,0,1,1,1,0
15,S100PSEE,E00143,19280,8120001059652,積水ハウス株式会社,,010,043000,140,2022-08-01,2022-10-31,2022-12-14 09:02,四半期報告書－第72期第3四半期(令和4年8月1日－令和4年10月31日),,,,,,,0,0,0,1,1,0,0
16,S100PSLP,E04861,96820,9010401018458,株式会社ＤＴＳ,,010,170000,220,,,2022-12-14 09:02,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
17,S100PSQQ,E02847,75000,1010401021428,西川計測株式会社,,010,042100,135,,,2022-12-14 09:02,確認書,,,,,S100PS9D,,0,0,0,0,1,0,0
18,S100PRY1,E03736,,6040001013529,株式会社日産フィナンシャルサービス,,010,050000,160,2022-04-01,2023-03-31,2022-12-14 09:02,半期報告書－第75期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
19,S100PSEP,E00143,19280,8120001059652,積水ハウス株式会社,,010,042000,135,,,2022-12-14 09:03,確認書,,,,,,,0,0,0,0,1,0,0
20,S100PFQU,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G12943,030,07A000,120,2022-03-16,2022-09-15,2022-12-14 09:03,有価証券報告書（内国投資信託受益証券）－第9期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
21,S100PNSR,E14714,,2010001090483,キャピタル　アセットマネジメント株式会社,G14482,030,04A001,040,,,2022-12-14 09:03,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NH5I,,0,0,0,1,1,0,0
22,S100PBUI,E12430,,8010401072159,日興アセットマネジメント株式会社,G10412,030,04A000,030,,,2022-12-14 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
23,S100PSQC,E27368,,2010005015164,プロロジス・プロパティ・ジャパン特定目的会社,,060,010002,350,,,2022-12-14 09:03,変更報告書,E27230,,,,,,0,0,0,1,1,1,0
24,S100POA6,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G12943,030,04A001,040,,,2022-12-14 09:03,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O4Y7,,0,0,0,1,1,0,0
