seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PRWB,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G09447,030,04A001,040,,,2022-12-16 09:00,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100PFDB,,0,0,0,1,1,0,0
2,S100PEHT,E12460,,7010001054021,野村アセットマネジメント株式会社,G02294,030,07A000,120,2022-03-23,2022-09-21,2022-12-16 09:00,有価証券報告書（内国投資信託受益証券）－第49期(令和4年3月23日－令和4年9月21日),,,,,,,0,0,0,1,1,1,0
3,S100PT4L,E04687,,4030001071843,株式会社東松山カントリークラブ,,010,050000,160,2022-04-01,2023-03-31,2022-12-16 09:00,半期報告書－第63期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
4,S100PBUW,E12430,,8010401072159,日興アセットマネジメント株式会社,G13398,030,10A000,160,2022-03-18,2023-03-17,2022-12-16 09:00,半期報告書（内国投資信託受益証券）－第4期(令和4年3月18日－令和5年3月17日),,,,,,,0,0,0,1,1,0,0
5,S100PHY4,E12460,,7010001054021,野村アセットマネジメント株式会社,G13598,030,07A000,120,2022-03-19,2022-09-20,2022-12-16 09:00,有価証券報告書（内国投資信託受益証券）－第6期(令和4年3月19日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
6,S100PS96,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G02262,030,995000,180,,,2022-12-16 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
7,S100PQ5O,E06748,,2010001049257,大和アセットマネジメント株式会社,G01889,030,10A000,160,2022-03-25,2023-03-24,2022-12-16 09:00,半期報告書（内国投資信託受益証券）－第29期(令和4年3月25日－令和5年3月24日),,,,,,,0,0,0,1,1,0,0
8,S100PRW3,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12011,030,10A000,160,2022-03-17,2023-03-16,2022-12-16 09:01,半期報告書（内国投資信託受益証券）－第15期(令和4年3月17日－令和5年3月16日),,,,,,,0,0,0,1,1,0,0
9,S100PEHU,E12460,,7010001054021,野村アセットマネジメント株式会社,G02294,030,04A000,030,,,2022-12-16 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
10,S100PICF,E12460,,7010001054021,野村アセットマネジメント株式会社,G11117,030,10A000,160,2022-03-24,2023-03-23,2022-12-16 09:01,半期報告書（内国投資信託受益証券）－第8期(令和4年3月24日－令和5年3月23日),,,,,,,0,0,0,1,1,0,0
11,S100PBUU,E12430,,8010401072159,日興アセットマネジメント株式会社,G13398,030,04A000,030,,,2022-12-16 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
12,S100PRIB,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G08804,030,995000,180,,,2022-12-16 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
13,S100PHYB,E12460,,7010001054021,野村アセットマネジメント株式会社,G13598,030,04A000,030,,,2022-12-16 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
14,S100PRUT,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12011,030,04A000,030,,,2022-12-16 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
15,S100PFET,E12460,,7010001054021,野村アセットマネジメント株式会社,G01240,030,07A000,120,2022-03-23,2022-09-20,2022-12-16 09:01,有価証券報告書（内国投資信託受益証券）－第45期(令和4年3月23日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
16,S100PP13,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G03648,030,995000,180,,,2022-12-16 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
17,S100PENP,E12460,,7010001054021,野村アセットマネジメント株式会社,G12273,030,10A000,160,2022-03-30,2023-03-29,2022-12-16 09:02,半期報告書（内国投資信託受益証券）－第7期(令和4年3月30日－令和5年3月29日),,,,,,,0,0,0,1,1,0,0
18,S100PIG6,E12460,,7010001054021,野村アセットマネジメント株式会社,G11117,030,04A001,040,,,2022-12-16 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O2XH,,0,0,0,1,1,0,0
19,S100PPUU,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13314,030,995000,180,,,2022-12-16 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
20,S100PODQ,E12422,,4010001046310,しんきんアセットマネジメント投信株式会社,G04344,030,07A000,120,2022-03-23,2022-09-20,2022-12-16 09:02,有価証券報告書（内国投資信託受益証券）－第35期(令和4年3月23日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
21,S100POLK,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G08518,030,04A000,030,,,2022-12-16 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
22,S100PFEU,E12460,,7010001054021,野村アセットマネジメント株式会社,G01240,030,04A000,030,,,2022-12-16 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
23,S100PQ5Q,E06748,,2010001049257,大和アセットマネジメント株式会社,G01889,030,04A000,030,,,2022-12-16 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
24,S100PHYN,E12460,,7010001054021,野村アセットマネジメント株式会社,G12268,030,04A001,040,,,2022-12-16 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NZH7,,0,0,0,1,1,0,0
25,S100PCQ5,E32011,,5010601048309,りそなアセットマネジメント株式会社,G14132,030,10A000,160,2022-03-19,2023-03-20,2022-12-16 09:02,半期報告書（内国投資信託受益証券）－第2期(令和4年3月19日－令和5年3月20日),,,,,,,0,0,0,1,1,0,0
26,S100PP16,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G07493,030,995000,180,,,2022-12-16 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
27,S100PIGN,E12460,,7010001054021,野村アセットマネジメント株式会社,G12271,030,10A000,160,2022-03-30,2023-03-29,2022-12-16 09:02,半期報告書（内国投資信託受益証券）－第7期(令和4年3月30日－令和5年3月29日),,,,,,,0,0,0,1,1,0,0
28,S100PTBT,E38171,51380,1010901034004,株式会社Ｒｅｂａｓｅ,,010,053000,180,,,2022-12-16 09:02,臨時報告書,,,,第19条第2項第4号,,,0,0,0,1,1,0,0
29,S100PENR,E12460,,7010001054021,野村アセットマネジメント株式会社,G12273,030,04A001,040,,,2022-12-16 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NZHA,,0,0,0,1,1,0,0
