seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PSVW,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11835,030,995000,180,,,2022-12-19 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
2,S100PSKR,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G02750,030,995000,180,,,2022-12-19 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
3,S100PEOF,E12460,,7010001054021,野村アセットマネジメント株式会社,G11283,030,07A000,120,2021-09-22,2022-09-20,2022-12-19 09:00,有価証券報告書（内国投資信託受益証券）－第7期(令和3年9月22日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
4,S100PQN7,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G11205,030,04A001,040,,,2022-12-19 09:00,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100P5CI,,0,0,0,1,1,1,0
5,S100PSKV,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G04050,030,995000,180,,,2022-12-19 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
6,S100PSVT,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03677,030,995000,180,,,2022-12-19 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
7,S100PEOG,E12460,,7010001054021,野村アセットマネジメント株式会社,G11283,030,04A000,030,,,2022-12-19 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
8,S100PGO0,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G01074,030,10A000,160,2022-03-23,2023-03-22,2022-12-19 09:01,半期報告書（内国投資信託受益証券）－第24期(令和4年3月23日－令和5年3月22日),,,,,,,0,0,0,1,1,0,0
9,S100PSMZ,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G05519,030,995000,180,,,2022-12-19 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100PDY3,E12460,,7010001054021,野村アセットマネジメント株式会社,G02487,030,07A000,120,2021-09-22,2022-09-20,2022-12-19 09:01,有価証券報告書（内国投資信託受益証券）－第61期(令和3年9月22日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
11,S100PQ6E,E06748,,2010001049257,大和アセットマネジメント株式会社,G13948,030,07A000,120,2022-03-29,2022-09-26,2022-12-19 09:01,有価証券報告書（内国投資信託受益証券）－第12期(令和4年3月29日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
12,S100PQY7,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G01454,030,07A000,120,2021-09-22,2022-09-20,2022-12-19 09:02,有価証券報告書（内国投資信託受益証券）－第22期(令和3年9月22日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
13,S100PNFT,E12460,,7010001054021,野村アセットマネジメント株式会社,G08136,030,04A000,030,,,2022-12-19 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
