seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100S497,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G10386,030,995000,180,,,2023-11-09 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
2,S100S4B2,E12430,,8010401072159,日興アセットマネジメント株式会社,G05335,030,04A001,040,,,2023-11-09 09:00,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100RC6Q,,0,0,0,1,1,1,0,1,1
3,S100S5NZ,E14490,,6010405005158,森ヒルズリート投資法人,G05147,030,170001,090,,,2023-11-09 09:00,訂正発行登録書（内国投資証券）,,,,,S100MZMZ,,0,0,0,0,1,0,0,0,1
4,S100S6AH,E33384,44470,2290001015909,株式会社ピー・ビーシステムズ,,010,170001,230,,,2023-11-09 09:00,訂正自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,S100RZHP,,0,0,0,1,1,0,0,1,1
5,S100S47A,E12460,,7010001054021,野村アセットマネジメント株式会社,G02349,030,995000,180,,,2023-11-09 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
6,S100RTMU,E12430,,8010401072159,日興アセットマネジメント株式会社,G14744,030,10A000,160,2023-02-10,2024-02-07,2023-11-09 09:01,半期報告書（内国投資信託受益証券）－第1期(2023/02/10－2024/02/07),,,,,,,0,0,0,1,1,0,0,1,1
7,S100S5VF,E05274,43500,6430001025872,株式会社　メディカルシステムネットワーク,,010,043000,140,2023-07-01,2023-09-30,2023-11-09 09:01,四半期報告書－第26期第2四半期(2023/07/01－2023/09/30),,,,,,,0,0,0,1,1,0,0,1,1
8,S100S3RZ,E27530,62480,4240001012215,株式会社横田製作所,,010,043000,140,2023-07-01,2023-09-30,2023-11-09 09:01,四半期報告書－第71期第2四半期(2023/07/01－2023/09/30),,,,,,,0,0,0,1,1,0,0,1,1
9,S100S4MG,E06748,,2010001049257,大和アセットマネジメント株式会社,G07211,030,995000,180,,,2023-11-09 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
10,S100S28P,E31744,,5010001076579,株式会社ＧＣＩアセット・マネジメント,G13005,030,07A000,120,2023-02-11,2023-08-10,2023-11-09 09:01,有価証券報告書（内国投資信託受益証券）－第10期(2023/02/11－2023/08/10),,,,,,,0,0,0,1,1,1,0,1,1
11,S100S6AI,E33384,44470,2290001015909,株式会社ピー・ビーシステムズ,,010,170001,230,,,2023-11-09 09:01,訂正自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,S100S4JL,,0,0,0,1,1,0,0,1,1
12,S100S3PB,E12430,,8010401072159,日興アセットマネジメント株式会社,G14744,030,04A001,040,,,2023-11-09 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100PZG3,,0,0,0,1,1,1,0,1,1
