seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100X1Z1,E01441,59730,5122001016280,株式会社トーアミ,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第87期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
2,S100X21B,E00884,44710,3130001009314,三洋化成工業株式会社,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第102期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
3,S100X282,E35470,70870,3120001157048,株式会社ウイルテック,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第34期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
4,S100WX6A,E04287,93060,5180001031666,東陽倉庫株式会社,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第147期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
5,S100X1W5,E03784,87060,2010001041478,極東証券株式会社,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第83期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
6,S100X1US,E04944,97800,6020001024214,株式会社ハリマビステム,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第64期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
7,S100X1AY,E04830,97190,8010001074167,ＳＣＳＫ株式会社,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第58期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
8,S100X12L,E39126,55960,1010001098759,アウトルックコンサルティング株式会社,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第20期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
9,S100X27M,E02691,82830,2120001077528,株式会社ＰＡＬＴＡＣ,,010,043A00,160,2025-04-01,2026-03-31,2025-11-13 09:00,半期報告書－第98期(2025/04/01－2026/03/31),,,,,,,0,0,0,1,1,0,0,1,1
10,S100X1YR,E01441,59730,5122001016280,株式会社トーアミ,,010,042000,135,,,2025-11-13 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
