seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100WWLH,E12481,,1010401025734,フィデリティ投信株式会社,G04582,030,07A000,120,2025-02-01,2025-07-31,2025-10-29 09:00,有価証券報告書（内国投資信託受益証券）－第39期(2025/02/01－2025/07/31),,,,,,,0,0,0,1,1,1,0,1,1
2,S100WW5K,E06748,,2010001049257,大和アセットマネジメント株式会社,G03442,030,995000,180,,,2025-10-29 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
3,S100WN1E,E12460,,7010001054021,野村アセットマネジメント株式会社,G08361,030,04A000,030,,,2025-10-29 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
4,S100WSEV,E26491,,6260001004357,中銀アセットマネジメント株式会社,G10756,030,10A000,160,2025-01-30,2026-01-29,2025-10-29 09:00,半期報告書（内国投資信託受益証券）－第11期(2025/01/30－2026/01/29),,,,,,,0,0,0,1,1,0,0,1,1
5,S100WNOB,E12460,,7010001054021,野村アセットマネジメント株式会社,G02275,030,07A000,120,2025-01-31,2025-07-30,2025-10-29 09:00,有価証券報告書（内国投資信託受益証券）－第58期(2025/01/31－2025/07/30),,,,,,,0,0,0,1,1,1,0,1,1
6,S100WWNB,E12481,,1010401025734,フィデリティ投信株式会社,G03082,030,07A000,120,2024-08-01,2025-07-31,2025-10-29 09:00,有価証券報告書（内国投資信託受益証券）－第24期(2024/08/01－2025/07/31),,,,,,,0,0,0,1,1,1,0,1,1
7,S100WWKC,E12430,,8010401072159,アモーヴァ・アセットマネジメント株式会社,G12407,030,04A001,040,,,2025-10-29 09:00,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100VSTW,,0,0,0,1,1,1,0,1,1
8,S100WWNX,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G12140,030,995000,180,,,2025-10-29 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
9,S100WSET,E26491,,6260001004357,中銀アセットマネジメント株式会社,G10756,030,04A000,030,,,2025-10-29 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
10,S100WWKD,E12430,,8010401072159,アモーヴァ・アセットマネジメント株式会社,G15291,030,04A001,040,,,2025-10-29 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100VSU8,,0,0,0,1,1,1,0,1,1
