seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PRFO,E01152,52080,1110001018789,株式会社有沢製作所,,010,170000,220,,,2022-12-07 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
2,S100PPZV,E12460,,7010001054021,野村アセットマネジメント株式会社,G03024,030,995000,180,,,2022-12-07 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
3,S100PR5D,E03562,83600,3090001002315,株式会社　山梨中央銀行,,010,170000,220,,,2022-12-07 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
4,S100PPRG,E09666,,9010001062807,アムンディ・ジャパン株式会社,G04481,030,995000,180,,,2022-12-07 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
5,S100PG8R,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13369,030,10A000,160,2022-03-08,2023-03-06,2022-12-07 09:00,半期報告書（内国投資信託受益証券）－第4期(令和4年3月8日－令和5年3月6日),,,,,,,0,0,0,1,1,0,0
6,S100PRH8,E02856,75250,5290001017448,リックス株式会社,,010,170000,220,,,2022-12-07 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
7,S100PPRI,E09666,,9010001062807,アムンディ・ジャパン株式会社,G04661,030,995000,180,,,2022-12-07 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
8,S100PR65,E01202,52800,1080001010527,ヨシコン株式会社,,010,170000,220,,,2022-12-07 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
9,S100PQ02,E12460,,7010001054021,野村アセットマネジメント株式会社,G09229,030,995000,180,,,2022-12-07 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100PQ04,E12460,,7010001054021,野村アセットマネジメント株式会社,G09289,030,995000,180,,,2022-12-07 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
11,S100PO6F,E06748,,2010001049257,大和アセットマネジメント株式会社,G11118,030,07A000,120,2022-03-15,2022-09-14,2022-12-07 09:01,有価証券報告書（内国投資信託受益証券）－第15期(令和4年3月15日－令和4年9月14日),,,,,,,0,0,0,1,1,1,0
12,S100PQRJ,E14703,,8010001014858,キャピタル・インターナショナル株式会社,G14697,030,04A001,040,,,2022-12-07 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100PO6X,,0,0,0,1,1,1,0
13,S100PBPM,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13288,030,10A000,160,2022-03-11,2023-03-10,2022-12-07 09:02,半期報告書（内国投資信託受益証券）－第14期(令和4年3月11日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
14,S100PMNT,E38218,,3120001042282,片山チエン株式会社,,060,010000,350,,,2022-12-07 09:02,大量保有報告書,E01581,,,,,,0,0,0,1,1,0,0
15,S100PFRP,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10014,030,07A000,120,2022-03-09,2022-09-08,2022-12-07 09:02,有価証券報告書（内国投資信託受益証券）－第18期(令和4年3月9日－令和4年9月8日),,,,,,,0,0,0,1,1,1,0
16,S100PQ07,E12460,,7010001054021,野村アセットマネジメント株式会社,G11425,030,995000,180,,,2022-12-07 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
17,S100PO6G,E06748,,2010001049257,大和アセットマネジメント株式会社,G11118,030,04A000,030,,,2022-12-07 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
18,S100POO9,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13288,030,04A000,030,,,2022-12-07 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
19,S100PFRR,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10014,030,04A000,030,,,2022-12-07 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
20,S100P64P,E12441,,3010001062358,岡三アセットマネジメント株式会社,G12908,030,10A000,160,2022-03-11,2023-03-10,2022-12-07 09:03,半期報告書（内国投資信託受益証券）－第5期(令和4年3月11日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
21,S100PG8M,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13369,030,04A000,030,,,2022-12-07 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
22,S100PNZU,E06748,,2010001049257,大和アセットマネジメント株式会社,G11641,030,10A000,160,2022-03-15,2023-03-14,2022-12-07 09:04,半期報告書（内国投資信託受益証券）－第7期(令和4年3月15日－令和5年3月14日),,,,,,,0,0,0,1,1,0,0
23,S100PO4L,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G03037,030,10A000,160,2022-03-11,2023-03-10,2022-12-07 09:04,半期報告書（内国投資信託受益証券）－第22期(令和4年3月11日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
24,S100PFRV,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10015,030,07A000,120,2021-09-09,2022-09-08,2022-12-07 09:04,有価証券報告書（内国投資信託受益証券）－第9期(令和3年9月9日－令和4年9月8日),,,,,,,0,0,0,1,1,1,0
25,S100PNZV,E06748,,2010001049257,大和アセットマネジメント株式会社,G11641,030,04A000,030,,,2022-12-07 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
26,S100PO4R,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G03037,030,04A000,030,,,2022-12-07 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
27,S100PQHP,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11144,030,995000,180,,,2022-12-07 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
28,S100PFRW,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10015,030,04A000,030,,,2022-12-07 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
29,S100PGVN,E06264,,6010001098507,ＪＰモルガン・アセット・マネジメント株式会社,G12364,030,995000,180,,,2022-12-07 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
30,S100PPD9,E06748,,2010001049257,大和アセットマネジメント株式会社,G08575,030,995000,180,,,2022-12-07 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
31,S100PQ1B,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10861,030,995000,180,,,2022-12-07 09:07,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
32,S100POAX,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G05313,030,10A000,160,2022-03-11,2023-03-10,2022-12-07 09:07,半期報告書（内国投資信託受益証券）－第16期(令和4年3月11日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
33,S100PQHQ,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11144,030,04A001,040,,,2022-12-07 09:07,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O676,,0,0,0,1,1,0,0
34,S100PQ1L,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10861,030,04A001,040,,,2022-12-07 09:07,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NX9E,,0,0,0,1,1,0,0
35,S100PPWA,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10936,030,995000,180,,,2022-12-07 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
36,S100PQHM,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11101,030,995000,180,,,2022-12-07 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
37,S100PQMM,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G04747,030,995000,180,,,2022-12-07 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
38,S100POAZ,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G05313,030,04A000,030,,,2022-12-07 09:08,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
39,S100PQHN,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11101,030,04A001,040,,,2022-12-07 09:08,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100ONBB,,0,0,0,1,1,0,0
40,S100PQML,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G04747,030,04A001,040,,,2022-12-07 09:09,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100PD3I,,0,0,0,1,1,0,0
41,S100PPYW,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10936,030,04A001,040,,,2022-12-07 09:09,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100N659,,0,0,0,1,1,0,0
42,S100PEP1,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G03590,030,07A000,120,2022-03-09,2022-09-08,2022-12-07 09:10,有価証券報告書（内国投資信託受益証券）－第39期(令和4年3月9日－令和4年9月8日),,,,,,,0,0,0,1,1,1,0
43,S100PRE3,E06234,,9010401034513,タワー投資顧問株式会社,,060,010002,350,,,2022-12-07 09:10,変更報告書,E00442,,,,S100L5IW,,0,0,0,1,1,0,0
44,S100PEP3,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G03590,030,04A001,040,,,2022-12-07 09:10,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O3KX,,0,0,0,1,1,0,0
45,S100PGCA,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10148,030,10A000,160,2022-03-09,2023-03-08,2022-12-07 09:12,半期報告書（内国投資信託受益証券）－第10期(令和4年3月9日－令和5年3月8日),,,,,,,0,0,0,1,1,0,0
46,S100P64B,E12441,,3010001062358,岡三アセットマネジメント株式会社,G12908,030,04A000,030,,,2022-12-07 09:12,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
47,S100PGCB,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G10148,030,04A001,040,,,2022-12-07 09:13,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O3KZ,,0,0,0,1,1,0,0
48,S100PPTR,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12084,030,10A000,160,2022-03-08,2023-03-07,2022-12-07 09:14,半期報告書（内国投資信託受益証券）－第8期(令和4年3月8日－令和5年3月7日),,,,,,,0,0,0,1,1,0,0
49,S100PR3S,E01065,49750,3010501001864,株式会社ＪＣＵ,,010,170000,220,,,2022-12-07 09:15,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
50,S100PPTQ,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12084,030,04A000,030,,,2022-12-07 09:15,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
51,S100PQN0,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11912,030,995000,180,,,2022-12-07 09:18,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
52,S100PQN1,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11916,030,995000,180,,,2022-12-07 09:19,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
53,S100PQ9X,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G14035,030,07A000,120,2022-03-09,2022-09-08,2022-12-07 09:20,有価証券報告書（内国投資信託受益証券）－第3期(令和4年3月9日－令和4年9月8日),,,,,,,0,0,0,1,1,1,0
54,S100PPVD,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G13766,030,10A000,160,2022-03-08,2023-03-07,2022-12-07 09:20,半期報告書（内国投資信託受益証券）－第3期(令和4年3月8日－令和5年3月7日),,,,,,,0,0,0,1,1,0,0
55,S100PPVM,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G13766,030,04A000,030,,,2022-12-07 09:21,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
56,S100PR60,E37489,,,柴田　旬也,,060,010002,350,,,2022-12-07 09:21,変更報告書,E37292,,,,S100NCP9,,0,0,0,1,1,0,0
57,S100PQA9,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G14035,030,04A001,040,,,2022-12-07 09:21,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O2TC,,0,0,0,1,1,0,0
58,S100PQ3I,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G14036,030,10A000,160,2022-03-09,2023-03-08,2022-12-07 09:23,半期報告書（内国投資信託受益証券）－第2期(令和4年3月9日－令和5年3月8日),,,,,,,0,0,0,1,1,0,0
59,S100PQ3D,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G14036,030,04A001,040,,,2022-12-07 09:24,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O66J,,0,0,0,1,1,0,0
60,S100PQHX,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11145,030,04A001,040,,,2022-12-07 09:31,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100OTMM,,0,0,0,1,1,0,0
61,S100PQHW,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11145,030,995000,180,,,2022-12-07 09:32,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
62,S100PRHR,E00880,44030,1011001025967,日油株式会社,,010,170000,220,,,2022-12-07 09:32,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
63,S100PQ9P,E30144,,,エーシージー・マネージメント・プライベート・リミテッド,,060,030002,350,,,2022-12-07 09:33,変更報告書（特例対象株券等）,E05407,,,,S100MWWF,,0,0,0,1,1,1,0
64,S100PRHT,E05426,84250,3010401094447,みずほリース株式会社,,010,120003,100,,,2022-12-07 09:33,発行登録追補書類（株券､社債券等）,,,,,S100MH06,,0,0,0,1,1,1,0
65,S100PQI4,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11660,030,04A001,040,,,2022-12-07 09:34,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O4T6,,0,0,0,1,1,0,0
66,S100PQI1,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11660,030,995000,180,,,2022-12-07 09:34,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
67,S100PRG5,E03489,30500,4010701019160,ＤＣＭホールディングス株式会社,,010,170000,220,,,2022-12-07 09:37,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
68,S100PRHW,E01685,62870,7013201017276,サトーホールディングス株式会社,,010,170000,220,,,2022-12-07 09:40,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
69,S100PRHJ,E03721,85150,3130001000082,アイフル株式会社,,010,120003,100,,,2022-12-07 09:47,発行登録追補書類（株券､社債券等）,,,,,S100NPUB,,0,0,0,1,1,1,0
70,S100PRHU,E01147,53570,8120101038845,株式会社　ヨータイ,,010,170000,220,,,2022-12-07 09:57,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
