seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PB8D,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G07362,030,07A000,120,2021-08-18,2022-08-17,2022-11-17 09:00,有価証券報告書（内国投資信託受益証券）－第14期(令和3年8月18日－令和4年8月17日),,,,,,,0,0,0,1,1,1,0
2,S100PNJV,E34973,41650,7010401096035,株式会社プレイド,,010,053001,190,,,2022-11-17 09:00,訂正臨時報告書,,,,第19条第2項第2号の2,S100PHV7,,0,0,0,1,1,0,0
3,S100PL1B,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G02750,030,995000,180,,,2022-11-17 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
4,S100PAPP,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G11122,030,10A000,160,2022-02-18,2023-02-17,2022-11-17 09:00,半期報告書（内国投資信託受益証券）－第8期(令和4年2月18日－令和5年2月17日),,,,,,,0,0,0,1,1,0,0
5,S100PLUA,E12481,,1010401025734,フィデリティ投信株式会社,G14376,030,07A000,120,2022-02-22,2022-08-22,2022-11-17 09:00,有価証券報告書（内国投資信託受益証券）－第2期(令和4年2月22日－令和4年8月22日),,,,,,,0,0,0,1,1,1,0
6,S100PIO1,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01621,030,10A000,160,2022-02-18,2023-02-17,2022-11-17 09:00,半期報告書（内国投資信託受益証券）－第25期(令和4年2月18日－令和5年2月17日),,,,,,,0,0,0,1,1,0,0
7,S100PNAE,E36634,,,植島　幹九郎,,060,010002,350,,,2022-11-17 09:01,変更報告書,E37220,,,,,,0,0,0,1,1,0,0
8,S100PBIG,E12460,,7010001054021,野村アセットマネジメント株式会社,G02290,030,04A001,040,,,2022-11-17 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NVZ9,,0,0,0,1,1,0,0
9,S100PNHU,E02889,75930,5180001094556,ＶＴホールディングス株式会社,,060,010000,350,,,2022-11-17 09:01,大量保有報告書,E02977,,,,,,0,2,0,1,1,0,0
10,S100PKXF,E12481,,1010401025734,フィデリティ投信株式会社,G14232,030,10A000,160,2022-02-22,2023-02-20,2022-11-17 09:01,半期報告書（内国投資信託受益証券）－第2期(令和4年2月22日－令和5年2月20日),,,,,,,0,0,0,1,1,0,0
11,S100P71R,E12430,,8010401072159,日興アセットマネジメント株式会社,G10566,030,07A000,120,2022-02-18,2022-08-17,2022-11-17 09:01,有価証券報告書（内国投資信託受益証券）－第16期(令和4年2月18日－令和4年8月17日),,,,,,,0,0,0,1,1,1,0
12,S100PL1U,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G04050,030,995000,180,,,2022-11-17 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
13,S100PDFV,E12460,,7010001054021,野村アセットマネジメント株式会社,G08494,030,10A000,160,2022-02-19,2023-02-20,2022-11-17 09:01,半期報告書（内国投資信託受益証券）－第12期(令和4年2月19日－令和5年2月20日),,,,,,,0,0,0,1,1,0,0
14,S100PINU,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01621,030,04A000,030,,,2022-11-17 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
15,S100PDBU,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G03558,030,04A000,030,,,2022-11-17 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
16,S100PBIE,E12460,,7010001054021,野村アセットマネジメント株式会社,G02290,030,10A000,160,2022-02-23,2023-02-22,2022-11-17 09:01,半期報告書（内国投資信託受益証券）－第33期(令和4年2月23日－令和5年2月22日),,,,,,,0,0,0,1,1,0,0
17,S100PA9Z,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13273,030,07A000,120,2022-02-22,2022-08-22,2022-11-17 09:02,有価証券報告書（内国投資信託受益証券）－第38期(令和4年2月22日－令和4年8月22日),,,,,,,0,0,0,1,1,1,0
18,S100P71Q,E12430,,8010401072159,日興アセットマネジメント株式会社,G10566,030,04A000,030,,,2022-11-17 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
