seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100U7XA,E00331,22640,8010401029662,森永乳業株式会社,,010,170000,220,,,2024-08-14 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
2,S100U7PR,E00860,49550,4010401001187,アグロ　カネショウ株式会社,,010,043A00,160,2024-01-01,2024-06-30,2024-08-14 09:01,半期報告書－第66期(2024/01/01－2024/06/30),,,,,,,0,0,0,1,1,0,0,1,1
3,S100U7XF,E04861,96820,9010401018458,株式会社ＤＴＳ,,010,170000,220,,,2024-08-14 09:01,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
4,S100U4KC,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G04917,030,07A000,120,2023-11-15,2024-05-14,2024-08-14 09:01,有価証券報告書（内国投資信託受益証券）－第36期(2023/11/15－2024/05/14),,,,,,,0,0,0,1,1,1,0,1,1
5,S100TZ46,E12460,,7010001054021,野村アセットマネジメント株式会社,G14884,030,04A000,030,,,2024-08-14 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
6,S100U6KZ,E00860,49550,4010401001187,アグロ　カネショウ株式会社,,010,042000,135,,,2024-08-14 09:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
7,S100TY3H,E12460,,7010001054021,野村アセットマネジメント株式会社,G05616,030,04A001,040,,,2024-08-14 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100SKQ8,,0,0,0,1,1,1,0,1,1
8,S100U4KA,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G04917,030,04A000,030,,,2024-08-14 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
9,S100U71G,E12480,,7010001010313,アライアンス・バーンスタイン株式会社,G14860,030,07A000,120,2023-11-16,2024-05-15,2024-08-14 09:03,有価証券報告書（内国投資信託受益証券）－第2期(2023/11/16－2024/05/15),,,,,,,0,0,0,1,1,1,0,1,1
10,S100U71M,E12480,,7010001010313,アライアンス・バーンスタイン株式会社,G14860,030,04A000,030,,,2024-08-14 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
