seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PI9I,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G03038,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:00,半期報告書（内国投資信託受益証券）－第22期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
2,S100PQJ3,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G07849,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:00,半期報告書（内国投資信託受益証券）－第13期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
3,S100PESI,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13558,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:00,半期報告書（内国投資信託受益証券）－第4期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
4,S100PRMJ,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13120,030,07A000,120,2022-03-16,2022-09-15,2022-12-15 09:00,有価証券報告書（内国投資信託受益証券）－第8期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
5,S100PEGL,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G04183,030,995000,180,,,2022-12-15 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
6,S100PIMQ,E12460,,7010001054021,野村アセットマネジメント株式会社,G05501,030,04A000,030,,,2022-12-15 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
7,S100PT2B,E02379,59430,6140001010383,株式会社ノーリツ,,010,170000,220,,,2022-12-15 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
8,S100PMV6,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G13235,030,10A000,160,2022-03-29,2023-03-27,2022-12-15 09:00,半期報告書（内国投資信託受益証券）－第4期(令和4年3月29日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
9,S100PIMF,E12460,,7010001054021,野村アセットマネジメント株式会社,G05501,030,07A000,120,2022-03-17,2022-09-16,2022-12-15 09:00,有価証券報告書（内国投資信託受益証券）－第30期(令和4年3月17日－令和4年9月16日),,,,,,,0,0,0,1,1,1,0
10,S100PNS1,E12460,,7010001054021,野村アセットマネジメント株式会社,G08017,030,07A000,120,2022-03-23,2022-09-20,2022-12-15 09:00,有価証券報告書（内国投資信託受益証券）－第25期(令和4年3月23日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
11,S100PDL8,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13185,030,995000,180,,,2022-12-15 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
12,S100PRMM,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13376,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:01,半期報告書（内国投資信託受益証券）－第4期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
13,S100PI9N,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G03038,030,04A000,030,,,2022-12-15 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
14,S100PT26,E21649,57240,7380001004435,株式会社アサカ理研,,010,170000,220,,,2022-12-15 09:01,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
15,S100PRLZ,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01633,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:01,半期報告書（内国投資信託受益証券）－第25期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
16,S100PQQZ,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G01291,030,10A000,160,2022-03-17,2023-03-16,2022-12-15 09:01,半期報告書（内国投資信託受益証券）－第23期(令和4年3月17日－令和5年3月16日),,,,,,,0,0,0,1,1,0,0
17,S100PMUU,E10439,,4010001027269,ピクテ・ジャパン株式会社,G12510,030,04A000,030,,,2022-12-15 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
18,S100PETR,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G11492,030,04A000,030,,,2022-12-15 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
19,S100PCOP,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G14071,030,07A000,120,2022-03-16,2022-09-15,2022-12-15 09:01,有価証券報告書（内国投資信託受益証券）－第41期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
20,S100PSR3,E00715,79010,9290801005722,株式会社マツモト,,010,043000,140,2022-08-01,2022-10-31,2022-12-15 09:01,四半期報告書－第35期第2四半期(令和4年8月1日－令和4年10月31日),,,,,,,0,0,0,1,1,0,0
21,S100PRLY,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01633,030,04A000,030,,,2022-12-15 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
22,S100PI9R,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G03095,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:01,半期報告書（内国投資信託受益証券）－第22期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
23,S100PRMH,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13120,030,04A000,030,,,2022-12-15 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
24,S100PFG3,E12460,,7010001054021,野村アセットマネジメント株式会社,G10608,030,04A000,030,,,2022-12-15 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
25,S100PMV1,E10439,,4010001027269,ピクテ・ジャパン株式会社,G12510,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:02,半期報告書（内国投資信託受益証券）－第6期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
26,S100PNS3,E12460,,7010001054021,野村アセットマネジメント株式会社,G08017,030,04A001,040,,,2022-12-15 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O3H9,,0,0,0,1,1,0,0
27,S100PCON,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G14071,030,04A000,030,,,2022-12-15 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
28,S100PNKM,E14703,,8010001014858,キャピタル・インターナショナル株式会社,G12524,030,07A000,120,2021-09-22,2022-09-20,2022-12-15 09:02,有価証券報告書（内国投資信託受益証券）－第6期(令和3年9月22日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
29,S100PL92,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13389,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:02,半期報告書（内国投資信託受益証券）－第4期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
30,S100PGKC,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G13972,030,07A000,120,2022-03-17,2022-09-16,2022-12-15 09:02,有価証券報告書（内国投資信託受益証券）－第4期(令和4年3月17日－令和4年9月16日),,,,,,,0,0,0,1,1,1,0
31,S100PQR0,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G01291,030,04A000,030,,,2022-12-15 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
32,S100PI9U,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G03095,030,04A000,030,,,2022-12-15 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
33,S100PSRP,E00715,79010,9290801005722,株式会社マツモト,,010,042000,135,,,2022-12-15 09:02,確認書,,,,,,,0,0,0,0,1,0,0
34,S100PMV5,E10439,,4010001027269,ピクテ・ジャパン株式会社,G12923,030,04A000,030,,,2022-12-15 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
35,S100PFG1,E12460,,7010001054021,野村アセットマネジメント株式会社,G10608,030,07A000,120,2022-03-23,2022-09-20,2022-12-15 09:02,有価証券報告書（内国投資信託受益証券）－第16期(令和4年3月23日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
36,S100PQ49,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G12954,030,10A000,160,2022-03-17,2023-03-16,2022-12-15 09:02,半期報告書（内国投資信託受益証券）－第5期(令和4年3月17日－令和5年3月16日),,,,,,,0,0,0,1,1,0,0
37,S100PCGM,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G09129,030,07A000,120,2022-03-18,2022-09-20,2022-12-15 09:02,有価証券報告書（内国投資信託受益証券）－第19期(令和4年3月18日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
38,S100PMV8,E10439,,4010001027269,ピクテ・ジャパン株式会社,G12923,030,10A000,160,2022-03-16,2023-03-15,2022-12-15 09:03,半期報告書（内国投資信託受益証券）－第5期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
39,S100PL94,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13389,030,04A000,030,,,2022-12-15 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
40,S100PCOT,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G14315,030,07A000,120,2021-10-15,2022-09-15,2022-12-15 09:03,有価証券報告書（内国投資信託受益証券）－第1期(令和3年10月15日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
41,S100PGKE,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G13972,030,04A000,030,,,2022-12-15 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
42,S100PRML,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13376,030,04A000,030,,,2022-12-15 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
43,S100PQQV,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G11443,030,07A000,120,2022-03-17,2022-09-16,2022-12-15 09:03,有価証券報告書（内国投資信託受益証券）－第14期(令和4年3月17日－令和4年9月16日),,,,,,,0,0,0,1,1,1,0
44,S100PETS,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G11492,030,07A000,120,2022-03-18,2022-09-20,2022-12-15 09:03,有価証券報告書（内国投資信託受益証券）－第14期(令和4年3月18日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
45,S100PGKW,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G13973,030,07A000,120,2021-09-17,2022-09-16,2022-12-15 09:03,有価証券報告書（内国投資信託受益証券）－第2期(令和3年9月17日－令和4年9月16日),,,,,,,0,0,0,1,1,1,0
46,S100PCOQ,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G14315,030,04A000,030,,,2022-12-15 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
47,S100PCGK,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G09129,030,04A000,030,,,2022-12-15 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
48,S100PMVD,E10439,,4010001027269,ピクテ・ジャパン株式会社,G14153,030,04A000,030,,,2022-12-15 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
49,S100PNKL,E14703,,8010001014858,キャピタル・インターナショナル株式会社,G12524,030,04A000,030,,,2022-12-15 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
50,S100PS8Q,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G12954,030,04A001,040,,,2022-12-15 09:04,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O79B,,0,0,0,1,1,0,0
