seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PTH4,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11837,030,995000,180,,,2022-12-21 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
2,S100PT63,E02040,68770,9021001027278,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,,010,030000,120,2021-10-01,2022-09-30,2022-12-21 09:00,有価証券報告書－第64期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
3,S100PT5T,E02040,68770,9021001027278,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,,010,042000,135,,,2022-12-21 09:00,確認書,,,,,,,0,0,0,0,1,0,0
4,S100PT6C,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G13967,030,995000,180,,,2022-12-21 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
5,S100PIOI,E12460,,7010001054021,野村アセットマネジメント株式会社,G13125,030,04A001,040,,,2022-12-21 09:00,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O33I,,0,0,0,1,1,0,0
6,S100PU97,E04372,,2120001112350,阪神高速道路株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-21 09:00,半期報告書－第18期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
7,S100PRZG,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G03803,030,995000,180,,,2022-12-21 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
8,S100PQTA,E06748,,2010001049257,大和アセットマネジメント株式会社,G14121,030,10A000,160,2022-03-29,2023-03-28,2022-12-21 09:00,半期報告書（内国投資信託受益証券）－第2期(令和4年3月29日－令和5年3月28日),,,,,,,0,0,0,1,1,0,0
9,S100PT5V,E02040,68770,9021001027278,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,,015,010000,235,,,2022-12-21 09:00,内部統制報告書－第64期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
10,S100PIOE,E12460,,7010001054021,野村アセットマネジメント株式会社,G13125,030,10A000,160,2022-03-23,2023-03-22,2022-12-21 09:01,半期報告書（内国投資信託受益証券）－第5期(令和4年3月23日－令和5年3月22日),,,,,,,0,0,0,1,1,0,0
11,S100PSAF,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10928,030,995000,180,,,2022-12-21 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
12,S100PQSW,E06748,,2010001049257,大和アセットマネジメント株式会社,G14121,030,04A000,030,,,2022-12-21 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
13,S100PPXX,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G14466,030,10A000,160,2022-03-22,2023-03-10,2022-12-21 09:02,半期報告書（内国投資信託受益証券）－第1期(令和4年3月22日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
14,S100PPUW,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13278,030,995000,180,,,2022-12-21 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
15,S100PBV3,E12430,,8010401072159,日興アセットマネジメント株式会社,G04281,030,07A000,120,2021-09-22,2022-09-21,2022-12-21 09:02,有価証券報告書（内国投資信託受益証券）－第18期(令和3年9月22日－令和4年9月21日),,,,,,,0,0,0,1,1,1,0
16,S100PTH5,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11875,030,995000,180,,,2022-12-21 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
17,S100PSMI,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01214,030,07A000,120,2022-03-23,2022-09-21,2022-12-21 09:02,有価証券報告書（内国投資信託受益証券）－第46期(令和4年3月23日－令和4年9月21日),,,,,,,0,0,0,1,1,1,0
18,S100PQTJ,E06748,,2010001049257,大和アセットマネジメント株式会社,G14119,030,10A000,160,2022-03-29,2023-03-28,2022-12-21 09:02,半期報告書（内国投資信託受益証券）－第2期(令和4年3月29日－令和5年3月28日),,,,,,,0,0,0,1,1,0,0
19,S100PBV1,E12430,,8010401072159,日興アセットマネジメント株式会社,G04281,030,04A000,030,,,2022-12-21 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
20,S100PSMH,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01214,030,04A000,030,,,2022-12-21 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
21,S100PQTK,E06748,,2010001049257,大和アセットマネジメント株式会社,G14119,030,04A000,030,,,2022-12-21 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
22,S100PBV5,E12430,,8010401072159,日興アセットマネジメント株式会社,G04430,030,07A000,120,2021-09-22,2022-09-21,2022-12-21 09:03,有価証券報告書（内国投資信託受益証券）－第18期(令和3年9月22日－令和4年9月21日),,,,,,,0,0,0,1,1,1,0
23,S100PQUE,E06748,,2010001049257,大和アセットマネジメント株式会社,G14120,030,10A000,160,2022-03-29,2023-03-28,2022-12-21 09:03,半期報告書（内国投資信託受益証券）－第2期(令和4年3月29日－令和5年3月28日),,,,,,,0,0,0,1,1,0,0
24,S100PBV4,E12430,,8010401072159,日興アセットマネジメント株式会社,G04430,030,04A000,030,,,2022-12-21 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
25,S100PQUF,E06748,,2010001049257,大和アセットマネジメント株式会社,G14120,030,04A000,030,,,2022-12-21 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
