seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100VFUJ,E01267,63260,1120001037978,株式会社　クボタ,,010,053000,180,,,2025-03-24 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
2,S100VBA6,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G12630,030,04A001,040,,,2025-03-24 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U97U,,0,0,0,1,1,0,0,1,1
3,S100VFKM,E02331,77160,1060001010545,株式会社ナカニシ,,010,030000,120,2024-01-01,2024-12-31,2025-03-24 09:01,有価証券報告書－第73期(2024/01/01－2024/12/31),,,,,,,0,0,0,1,1,1,0,1,1
4,S100VDIH,E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,G05226,030,995000,180,,,2025-03-24 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
5,S100VF48,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11837,030,995000,180,,,2025-03-24 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
6,S100V7ZZ,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G12630,030,10A000,160,2024-06-26,2025-06-25,2025-03-24 09:02,半期報告書（内国投資信託受益証券）－第8期(2024/06/26－2025/06/25),,,,,,,0,0,0,1,1,0,0,1,1
7,S100VFKO,E02331,77160,1060001010545,株式会社ナカニシ,,015,010000,235,,,2025-03-24 09:02,内部統制報告書－第73期(2024/01/01－2024/12/31),,,,,,,0,0,0,1,1,0,0,1,1
8,S100V7D6,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G13752,030,04A001,040,,,2025-03-24 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U936,,0,0,0,1,1,0,0,1,1
9,S100VBAL,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G13659,030,10A000,160,2024-06-26,2025-06-25,2025-03-24 09:02,半期報告書（内国投資信託受益証券）－第6期(2024/06/26－2025/06/25),,,,,,,0,0,0,1,1,0,0,1,1
10,S100VFKN,E02331,77160,1060001010545,株式会社ナカニシ,,010,042000,135,,,2025-03-24 09:03,確認書,,,,,,,0,0,0,0,1,0,0,0,1
11,S100VC3X,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G11544,030,04A001,040,,,2025-03-24 09:03,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100UFGX,,0,0,0,1,1,1,0,1,1
12,S100V7D7,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G13752,030,10A000,160,2024-06-26,2025-06-25,2025-03-24 09:03,半期報告書（内国投資信託受益証券）－第6期(2024/06/26－2025/06/25),,,,,,,0,0,0,1,1,0,0,1,1
