seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PS7M,E38211,,,青柳　和洋,,060,010002,350,,,2022-12-12 09:00,変更報告書,E03451,,,,S100PHXP,,0,0,0,1,1,0,0
2,S100PFMI,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08660,030,07A000,120,2022-03-11,2022-09-12,2022-12-12 09:00,有価証券報告書（内国投資信託受益証券）－第31期(令和4年3月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
3,S100PH66,E09666,,9010001062807,アムンディ・ジャパン株式会社,G07982,030,07A000,120,2022-03-15,2022-09-12,2022-12-12 09:00,有価証券報告書（内国投資信託受益証券）－第37期(令和4年3月15日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
4,S100PH6A,E09666,,9010001062807,アムンディ・ジャパン株式会社,G07982,030,04A000,030,,,2022-12-12 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
5,S100PQO7,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11811,030,07A000,120,2022-03-11,2022-09-12,2022-12-12 09:00,有価証券報告書（内国投資信託受益証券）－第53期(令和4年3月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
6,S100PODF,E09666,,9010001062807,アムンディ・ジャパン株式会社,G04089,030,07A000,120,2021-09-11,2022-09-12,2022-12-12 09:01,有価証券報告書（内国投資信託受益証券）－第18期(令和3年9月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
7,S100PP2K,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13347,030,07A000,120,2022-03-16,2022-09-15,2022-12-12 09:01,有価証券報告書（内国投資信託受益証券）－第7期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
8,S100P5QP,E12441,,3010001062358,岡三アセットマネジメント株式会社,G05184,030,07A000,120,2022-03-16,2022-09-15,2022-12-12 09:01,有価証券報告書（内国投資信託受益証券）－第32期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
9,S100PP29,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13347,030,04A000,030,,,2022-12-12 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
10,S100PRRG,E06748,,2010001049257,大和アセットマネジメント株式会社,G11591,030,995000,180,,,2022-12-12 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
11,S100PQNZ,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03365,030,07A000,120,2022-03-11,2022-09-12,2022-12-12 09:02,有価証券報告書（内国投資信託受益証券）－第41期(令和4年3月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
12,S100PBUA,E12430,,8010401072159,日興アセットマネジメント株式会社,G10611,030,07A000,120,2021-09-11,2022-09-12,2022-12-12 09:02,有価証券報告書（内国投資信託受益証券）－第8期(令和3年9月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
13,S100PETP,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12676,030,07A000,120,2021-09-16,2022-09-15,2022-12-12 09:02,有価証券報告書（内国投資信託受益証券）－第5期(令和3年9月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
14,S100PQNW,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01629,030,07A000,120,2022-03-11,2022-09-12,2022-12-12 09:02,有価証券報告書（内国投資信託受益証券）－第49期(令和4年3月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
15,S100PP3D,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G14524,030,07A000,120,2022-04-01,2022-09-15,2022-12-12 09:03,有価証券報告書（内国投資信託受益証券）－第1期(令和4年4月1日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
16,S100PBU9,E12430,,8010401072159,日興アセットマネジメント株式会社,G10611,030,04A000,030,,,2022-12-12 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
17,S100PRRH,E06748,,2010001049257,大和アセットマネジメント株式会社,G09379,030,995000,180,,,2022-12-12 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
18,S100PQNY,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03365,030,04A000,030,,,2022-12-12 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
19,S100PODI,E09666,,9010001062807,アムンディ・ジャパン株式会社,G04089,030,04A000,030,,,2022-12-12 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
20,S100PP32,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G14524,030,04A001,040,,,2022-12-12 09:03,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NO22,,0,0,0,1,1,0,0
21,S100PFMA,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08660,030,04A000,030,,,2022-12-12 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
22,S100PMT6,E09666,,9010001062807,アムンディ・ジャパン株式会社,G12515,030,07A000,120,2022-03-15,2022-09-12,2022-12-12 09:04,有価証券報告書（内国投資信託受益証券）－第11期(令和4年3月15日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
23,S100PQNV,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01629,030,04A000,030,,,2022-12-12 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
24,S100PETM,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12676,030,04A000,030,,,2022-12-12 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
25,S100PBUC,E12430,,8010401072159,日興アセットマネジメント株式会社,G12659,030,07A000,120,2021-09-11,2022-09-12,2022-12-12 09:04,有価証券報告書（内国投資信託受益証券）－第5期(令和3年9月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
26,S100PMTF,E09666,,9010001062807,アムンディ・ジャパン株式会社,G12515,030,04A000,030,,,2022-12-12 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
27,S100PQO1,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03547,030,07A000,120,2022-03-11,2022-09-12,2022-12-12 09:04,有価証券報告書（内国投資信託受益証券）－第40期(令和4年3月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
28,S100P5QR,E12441,,3010001062358,岡三アセットマネジメント株式会社,G05184,030,04A000,030,,,2022-12-12 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
29,S100PBUB,E12430,,8010401072159,日興アセットマネジメント株式会社,G12659,030,04A000,030,,,2022-12-12 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
30,S100PQSU,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11747,030,995000,180,,,2022-12-12 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
31,S100PRGX,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G07464,030,07A000,120,2022-03-15,2022-09-13,2022-12-12 09:05,有価証券報告書（内国投資信託受益証券）－第27期(令和4年3月15日－令和4年9月13日),,,,,,,0,0,0,1,1,1,0
32,S100PQO0,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03547,030,04A000,030,,,2022-12-12 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
33,S100PRPW,E04075,32460,9290001007429,株式会社コーセーアールイー,,010,043000,140,2022-08-01,2022-10-31,2022-12-12 09:05,四半期報告書－第33期第3四半期(令和4年8月1日－令和4年10月31日),,,,,,,0,0,0,1,1,0,0
34,S100PPBB,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12978,030,07A000,120,2022-03-16,2022-09-15,2022-12-12 09:06,有価証券報告書（内国投資信託受益証券）－第9期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
35,S100PQSR,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11746,030,995000,180,,,2022-12-12 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
36,S100PQZ6,E12430,,8010401072159,日興アセットマネジメント株式会社,G13754,030,04A001,040,,,2022-12-12 09:06,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100OZTJ,,0,0,0,1,1,1,0
37,S100PQAO,E12441,,3010001062358,岡三アセットマネジメント株式会社,G10838,030,10A000,160,2022-03-16,2023-03-15,2022-12-12 09:06,半期報告書（内国投資信託受益証券）－第8期(令和4年3月16日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
38,S100PQSP,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11745,030,995000,180,,,2022-12-12 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
39,S100PRPX,E04075,32460,9290001007429,株式会社コーセーアールイー,,010,042000,135,,,2022-12-12 09:06,確認書,,,,,,,0,0,0,0,1,0,0
40,S100PODK,E09666,,9010001062807,アムンディ・ジャパン株式会社,G08238,030,07A000,120,2021-09-11,2022-09-12,2022-12-12 09:06,有価証券報告書（内国投資信託受益証券）－第12期(令和3年9月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
41,S100PFNT,E09666,,9010001062807,アムンディ・ジャパン株式会社,G13968,030,07A000,120,2021-09-14,2022-09-12,2022-12-12 09:07,有価証券報告書（内国投資信託受益証券）－第2期(令和3年9月14日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
42,S100PS16,E02060,63870,4130001014511,サムコ　株式会社,,010,043000,140,2022-08-01,2022-10-31,2022-12-12 09:07,四半期報告書－第44期第1四半期(令和4年8月1日－令和4年10月31日),,,,,,,0,0,0,1,1,0,0
43,S100PNM3,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G07464,030,04A000,030,,,2022-12-12 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
44,S100PPB9,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12978,030,04A000,030,,,2022-12-12 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
45,S100PQRZ,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11744,030,995000,180,,,2022-12-12 09:07,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
46,S100PRQQ,E01451,34210,8010801001097,株式会社稲葉製作所,,010,043000,140,2022-08-01,2022-10-31,2022-12-12 09:07,四半期報告書－第76期第1四半期(令和4年8月1日－令和4年10月31日),,,,,,,0,0,0,1,1,0,0
47,S100PS7S,E02007,66540,9130001022352,不二電機工業株式会社,,010,043000,140,2022-08-01,2022-10-31,2022-12-12 09:07,四半期報告書－第65期第3四半期(令和4年8月1日－令和4年10月31日),,,,,,,0,0,0,1,1,0,0
