seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100U692,E02797,74250,2180001039869,初穂商事株式会社,,010,043A00,160,2024-01-01,2024-12-31,2024-08-09 09:00,半期報告書－第67期(2024/01/01－2024/12/31),,,,,,,0,0,0,1,1,0,0,1,1
2,S100TIJY,E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,G05601,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:00,有価証券報告書（内国投資信託受益証券）－第33期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
3,S100U745,E02869,75520,5010501011416,株式会社ハピネット,,010,170000,220,,,2024-08-09 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
4,S100U5D2,E14601,,2010401079382,ＰａｙＰａｙアセットマネジメント株式会社,G12499,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:00,有価証券報告書（内国投資信託受益証券）－第14期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
5,S100TJ06,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G05635,030,10A000,160,2023-11-11,2024-11-11,2024-08-09 09:00,半期報告書（内国投資信託受益証券）－第17期(2023/11/11－2024/11/11),,,,,,,0,0,0,1,1,0,0,1,1
6,S100U6QQ,E02691,82830,2120001077528,株式会社ＰＡＬＴＡＣ,,010,170000,220,,,2024-08-09 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
7,S100TXI4,E12460,,7010001054021,野村アセットマネジメント株式会社,G13067,030,07A000,120,2023-05-16,2024-05-15,2024-08-09 09:00,有価証券報告書（内国投資信託受益証券）－第6期(2023/05/16－2024/05/15),,,,,,,0,0,0,1,1,1,0,1,1
8,S100U69D,E02797,74250,2180001039869,初穂商事株式会社,,010,042000,135,,,2024-08-09 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
9,S100U050,E10439,,4010001027269,ピクテ・ジャパン株式会社,G04969,030,04A000,030,,,2024-08-09 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
10,S100TIJW,E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,G05601,030,04A000,030,,,2024-08-09 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
11,S100U5D3,E14601,,2010401079382,ＰａｙＰａｙアセットマネジメント株式会社,G12499,030,04A000,030,,,2024-08-09 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
12,S100U574,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13404,030,07A000,120,2023-05-11,2024-05-10,2024-08-09 09:01,有価証券報告書（内国投資信託受益証券）－第5期(2023/05/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
13,S100TXQ2,E12460,,7010001054021,野村アセットマネジメント株式会社,G08562,030,07A000,120,2023-11-14,2024-05-13,2024-08-09 09:01,有価証券報告書（内国投資信託受益証券）－第25期(2023/11/14－2024/05/13),,,,,,,0,0,0,1,1,1,0,1,1
14,S100U051,E10439,,4010001027269,ピクテ・ジャパン株式会社,G04969,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:01,有価証券報告書（内国投資信託受益証券）－第36期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
15,S100TIK1,E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,G05602,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:01,有価証券報告書（内国投資信託受益証券）－第33期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
16,S100TY7N,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G15213,030,07A000,120,2024-04-24,2024-05-10,2024-08-09 09:01,有価証券報告書（内国投資信託受益証券）－第1期(2024/04/24－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
17,S100U577,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13546,030,10A000,160,2023-11-11,2024-11-11,2024-08-09 09:02,半期報告書（内国投資信託受益証券）－第5期(2023/11/11－2024/11/11),,,,,,,0,0,0,1,1,0,0,1,1
18,S100U3PJ,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13286,030,995000,180,,,2024-08-09 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
19,S100TIK0,E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,G05602,030,04A000,030,,,2024-08-09 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
20,S100TXI7,E12460,,7010001054021,野村アセットマネジメント株式会社,G13067,030,04A000,030,,,2024-08-09 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
21,S100U342,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G05642,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:02,有価証券報告書（内国投資信託受益証券）－第33期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
22,S100U36J,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G15213,030,04A001,040,,,2024-08-09 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100T7XW,,0,0,0,1,1,0,0,1,1
23,S100U5G3,E06748,,2010001049257,大和アセットマネジメント株式会社,G04941,030,07A000,120,2023-11-17,2024-05-16,2024-08-09 09:02,有価証券報告書（内国投資信託受益証券）－第36期(2023/11/17－2024/05/16),,,,,,,0,0,0,1,1,1,0,1,1
24,S100U56N,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11828,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:02,有価証券報告書（内国投資信託受益証券）－第45期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
25,S100U055,E10439,,4010001027269,ピクテ・ジャパン株式会社,G12578,030,04A000,030,,,2024-08-09 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
26,S100TXQC,E12460,,7010001054021,野村アセットマネジメント株式会社,G08562,030,04A001,040,,,2024-08-09 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100SKB0,,0,0,0,1,1,1,0,1,1
27,S100U06D,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G12962,030,04A000,030,,,2024-08-09 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
28,S100TY7Q,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G04934,030,04A000,030,,,2024-08-09 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
29,S100TXNX,E11161,,5010701017007,スパークス・アセット・マネジメント株式会社,G14806,030,07A000,120,2023-05-15,2024-05-14,2024-08-09 09:03,有価証券報告書（内国投資信託受益証券）－第1期(2023/05/15－2024/05/14),,,,,,,0,0,0,1,1,1,0,1,1
30,S100U4Q7,E01921,68530,6012401007567,株式会社共和電業,,010,043A00,160,2024-01-01,2024-12-31,2024-08-09 09:03,半期報告書－第78期(2024/01/01－2024/12/31),,,,,,,0,0,0,1,1,0,0,1,1
31,S100U73X,E03588,83860,6470001000203,株式会社百十四銀行,,010,170000,220,,,2024-08-09 09:03,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
32,S100U6VF,E02296,59570,2130001041813,日東精工株式会社,,010,043A00,160,2024-01-01,2024-12-31,2024-08-09 09:03,半期報告書－第119期(2024/01/01－2024/12/31),,,,,,,0,0,0,1,1,0,0,1,1
33,S100U059,E10439,,4010001027269,ピクテ・ジャパン株式会社,G12578,030,07A000,120,2023-05-11,2024-05-10,2024-08-09 09:03,有価証券報告書（内国投資信託受益証券）－第7期(2023/05/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
34,S100TZHQ,E12460,,7010001054021,野村アセットマネジメント株式会社,G14704,030,07A000,120,2023-11-16,2024-05-15,2024-08-09 09:03,有価証券報告書（内国投資信託受益証券）－第3期(2023/11/16－2024/05/15),,,,,,,0,0,0,1,1,1,0,1,1
35,S100U6MH,E05066,47460,4020001069830,株式会社東計電算,,010,043A00,160,2024-01-01,2024-12-31,2024-08-09 09:03,半期報告書－第55期(2024/01/01－2024/12/31),,,,,,,0,0,0,1,1,0,0,1,1
36,S100U5SV,E12480,,7010001010313,アライアンス・バーンスタイン株式会社,G02038,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:03,有価証券報告書（内国投資信託受益証券）－第54期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
37,S100U4Q8,E01921,68530,6012401007567,株式会社共和電業,,010,042000,135,,,2024-08-09 09:03,確認書,,,,,,,0,0,0,0,1,0,0,0,1
38,S100U572,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13140,030,10A000,160,2023-11-11,2024-11-11,2024-08-09 09:03,半期報告書（内国投資信託受益証券）－第6期(2023/11/11－2024/11/11),,,,,,,0,0,0,1,1,0,0,1,1
39,S100U1H4,E12460,,7010001054021,野村アセットマネジメント株式会社,G12809,030,07A000,120,2023-11-17,2024-05-16,2024-08-09 09:03,有価証券報告書（内国投資信託受益証券）－第13期(2023/11/17－2024/05/16),,,,,,,0,0,0,1,1,1,0,1,1
40,S100U0HS,E11161,,5010701017007,スパークス・アセット・マネジメント株式会社,G05613,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:04,有価証券報告書（内国投資信託受益証券）－第33期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
41,S100TIJP,E11348,,3010001028755,ベアリングス・ジャパン株式会社,G02382,030,07A000,120,2023-11-11,2024-05-10,2024-08-09 09:04,有価証券報告書（内国投資信託受益証券）－第52期(2023/11/11－2024/05/10),,,,,,,0,0,0,1,1,1,0,1,1
42,S100U6VQ,E02296,59570,2130001041813,日東精工株式会社,,010,042000,135,,,2024-08-09 09:04,確認書,,,,,,,0,0,0,0,1,0,0,0,1
43,S100U6AC,E00991,49120,1010601016863,ライオン株式会社,,010,043A00,160,2024-01-01,2024-12-31,2024-08-09 09:04,半期報告書－第164期(2024/01/01－2024/12/31),,,,,,,0,0,0,1,1,0,0,1,1
44,S100U5G4,E06748,,2010001049257,大和アセットマネジメント株式会社,G04941,030,04A000,030,,,2024-08-09 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
45,S100U05I,E10439,,4010001027269,ピクテ・ジャパン株式会社,G14919,030,04A000,030,,,2024-08-09 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
46,S100U56R,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11998,030,10A000,160,2023-11-11,2024-11-11,2024-08-09 09:04,半期報告書（内国投資信託受益証券）－第19期(2023/11/11－2024/11/11),,,,,,,0,0,0,1,1,0,0,1,1
