seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100VT5Y,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G03038,030,07A000,120,2024-03-16,2025-03-17,2025-06-13 09:00,有価証券報告書（内国投資信託受益証券）－第24期(2024/03/16－2025/03/17),,,,,,,0,0,0,1,1,1,0,1,1
2,S100VW8Q,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G15527,030,04A000,030,,,2025-06-13 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
3,S100VXE9,E04931,97930,6180001006700,株式会社ダイセキ,,010,170000,220,,,2025-06-13 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
4,S100VXJ8,E04125,90520,8140001016148,山陽電気鉄道株式会社,,015,010000,235,,,2025-06-13 09:00,内部統制報告書－第135期(2023/04/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
5,S100VXLK,E38842,,,片岡　尚,,060,010002,350,,,2025-06-13 09:00,変更報告書,E38739,,,,S100RIZ8,,0,0,0,1,1,1,0,1,1
6,S100VWF6,E12481,,1010401025734,フィデリティ投信株式会社,G09284,030,07A000,120,2024-03-16,2025-03-17,2025-06-13 09:00,有価証券報告書（内国投資信託受益証券）－第12期(2024/03/16－2025/03/17),,,,,,,0,0,0,1,1,1,0,1,1
7,S100VQI6,E14703,,8010001014858,キャピタル・インターナショナル株式会社,G12524,030,10A000,160,2024-09-21,2025-09-22,2025-06-13 09:00,半期報告書（内国投資信託受益証券）－第9期(2024/09/21－2025/09/22),,,,,,,0,0,0,1,1,0,0,1,1
8,S100VT5V,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G03038,030,04A000,030,,,2025-06-13 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
9,S100VWN5,E12481,,1010401025734,フィデリティ投信株式会社,G14871,030,07A000,120,2024-09-18,2025-03-17,2025-06-13 09:00,有価証券報告書（内国投資信託受益証券）－第4期(2024/09/18－2025/03/17),,,,,,,0,0,0,1,1,1,0,1,1
10,S100VUAO,E06748,,2010001049257,大和アセットマネジメント株式会社,G10847,030,07A000,120,2024-09-21,2025-03-21,2025-06-13 09:00,有価証券報告書（内国投資信託受益証券）－第20期(2024/09/21－2025/03/21),,,,,,,0,0,0,1,1,1,0,1,1
11,S100VWSX,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11814,030,995000,180,,,2025-06-13 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
12,S100VX44,E04149,90220,3180001031569,東海旅客鉄道株式会社,,010,170000,220,,,2025-06-13 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
13,S100VT61,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G03095,030,07A000,120,2024-03-16,2025-03-17,2025-06-13 09:00,有価証券報告書（内国投資信託受益証券）－第24期(2024/03/16－2025/03/17),,,,,,,0,0,0,1,1,1,0,1,1
14,S100VT4O,E14601,,2010401079382,ＰａｙＰａｙアセットマネジメント株式会社,G14381,030,995000,180,,,2025-06-13 09:00,臨時報告書（内国特定有価証券）,,,,"第29条第2項第2号,第29条第2項第3号",,,0,0,0,1,1,0,0,1,1
15,S100VQI2,E14703,,8010001014858,キャピタル・インターナショナル株式会社,G12524,030,04A001,040,,,2025-06-13 09:00,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100USUV,,0,0,0,1,1,1,0,1,1
16,S100VX1A,E02491,34390,9180001001260,株式会社三ツ知,,010,170000,220,,,2025-06-13 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
17,S100VQRJ,E10439,,4010001027269,ピクテ・ジャパン株式会社,G12510,030,04A000,030,,,2025-06-13 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
18,S100VP7E,E12460,,7010001054021,野村アセットマネジメント株式会社,G07885,030,04A000,030,,,2025-06-13 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
