seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100POK5,E34566,,,ひびき・パース・アドバイザーズ,,060,010000,350,,,2022-11-28 09:00,大量保有報告書,E02480,,,,,,0,0,0,1,1,1,0
2,S100PDNJ,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08689,030,995000,180,,,2022-11-28 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
3,S100PPAX,E38082,,7010801019529,スカイマーク株式会社,,010,024001,040,,,2022-11-28 09:00,訂正有価証券届出書（新規公開時）,,,,,S100PJWD,,0,0,0,1,1,1,0
4,S100PDL2,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08650,030,995000,180,,,2022-11-28 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
5,S100PBK8,E12460,,7010001054021,野村アセットマネジメント株式会社,G03093,030,04A000,030,,,2022-11-28 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
6,S100PA1K,E12460,,7010001054021,野村アセットマネジメント株式会社,G10253,030,07A000,120,2021-09-07,2022-09-06,2022-11-28 09:00,有価証券報告書（内国投資信託受益証券）－第9期(令和3年9月7日－令和4年9月6日),,,,,,,0,0,0,1,1,1,0
7,S100PPAZ,E38082,,7010801019529,スカイマーク株式会社,,010,053001,190,,,2022-11-28 09:00,訂正臨時報告書,,,,第19条第2項第1号,S100PK9R,,0,0,0,1,1,1,0
8,S100PBF8,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G05438,030,995000,180,,,2022-11-28 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
9,S100P96T,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08656,030,995000,180,,,2022-11-28 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100PP86,E03333,76380,9010001046693,株式会社ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,,060,010002,350,,,2022-11-28 09:01,変更報告書,E34165,,,,S100NQ1Z,,0,0,0,1,1,1,0
11,S100PA1L,E12460,,7010001054021,野村アセットマネジメント株式会社,G10253,030,04A000,030,,,2022-11-28 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
12,S100PNQ4,E15787,,1010701021680,楽天投信投資顧問株式会社,G14708,030,04A000,030,,,2022-11-28 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
13,S100PBK6,E12460,,7010001054021,野村アセットマネジメント株式会社,G03093,030,07A000,120,2021-08-28,2022-08-29,2022-11-28 09:01,有価証券報告書（内国投資信託受益証券）－第21期(令和3年8月28日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
14,S100POGE,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G05255,030,995000,180,,,2022-11-28 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
15,S100P96L,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08655,030,995000,180,,,2022-11-28 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
16,S100PAW0,E12460,,7010001054021,野村アセットマネジメント株式会社,G05597,030,10A000,160,2022-03-08,2023-03-06,2022-11-28 09:01,半期報告書（内国投資信託受益証券）－第16期(令和4年3月8日－令和5年3月6日),,,,,,,0,0,0,1,1,0,0
17,S100PFTG,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10443,030,995000,180,,,2022-11-28 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
18,S100PIBN,E06748,,2010001049257,大和アセットマネジメント株式会社,G11790,030,07A000,120,2022-03-08,2022-09-05,2022-11-28 09:02,有価証券報告書（内国投資信託受益証券）－第12期(令和4年3月8日－令和4年9月5日),,,,,,,0,0,0,1,1,1,0
19,S100POGF,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12299,030,995000,180,,,2022-11-28 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
20,S100PAZN,E12460,,7010001054021,野村アセットマネジメント株式会社,G11096,030,07A000,120,2021-09-07,2022-09-06,2022-11-28 09:02,有価証券報告書（内国投資信託受益証券）－第8期(令和3年9月7日－令和4年9月6日),,,,,,,0,0,0,1,1,1,0
21,S100PBEW,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G05636,030,995000,180,,,2022-11-28 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
22,S100PNNP,E12460,,7010001054021,野村アセットマネジメント株式会社,G11665,030,995000,180,,,2022-11-28 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
23,S100PDXP,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12236,030,995000,180,,,2022-11-28 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
