seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PER2,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G01842,030,10A000,160,2022-03-01,2023-02-27,2022-11-25 09:00,半期報告書（内国投資信託受益証券）－第27期(令和4年3月1日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
2,S100PCL4,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G05480,030,07A000,120,2021-08-31,2022-08-29,2022-11-25 09:00,有価証券報告書（内国投資信託受益証券）－第15期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
3,S100PDR7,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G13681,030,07A000,120,2021-08-31,2022-08-29,2022-11-25 09:00,有価証券報告書（内国投資信託受益証券）－第3期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
4,S100PNAS,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G05213,030,10A000,160,2022-02-26,2023-02-27,2022-11-25 09:00,半期報告書（内国投資信託受益証券）－第16期(令和4年2月26日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
5,S100PIBY,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13259,030,10A000,160,2022-02-26,2023-02-27,2022-11-25 09:00,半期報告書（内国投資信託受益証券）－第4期(令和4年2月26日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
6,S100POAV,E03646,71840,8230001002106,株式会社　富山第一銀行,,010,043000,140,2022-07-01,2022-09-30,2022-11-25 09:00,四半期報告書－第112期第2四半期(令和4年7月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
7,S100PCKZ,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G05480,030,04A000,030,,,2022-11-25 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
8,S100P78W,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G11647,030,07A000,120,2022-02-26,2022-08-25,2022-11-25 09:00,有価証券報告書（内国投資信託受益証券）－第13期(令和4年2月26日－令和4年8月25日),,,,,,,0,0,0,1,1,1,0
9,S100PAZV,E12460,,7010001054021,野村アセットマネジメント株式会社,G07619,030,07A000,120,2022-02-26,2022-08-25,2022-11-25 09:00,有価証券報告書（内国投資信託受益証券）－第26期(令和4年2月26日－令和4年8月25日),,,,,,,0,0,0,1,1,1,0
10,S100PEFQ,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08659,030,07A000,120,2022-03-01,2022-08-26,2022-11-25 09:00,有価証券報告書（内国投資信託受益証券）－第31期(令和4年3月1日－令和4年8月26日),,,,,,,0,0,0,1,1,1,0
