seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100WK0M,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G08415,030,995000,180,,,2025-08-25 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
2,S100WKJR,E12481,,1010401025734,フィデリティ投信株式会社,G15637,030,04A000,030,,,2025-08-25 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
3,S100WCXK,E12460,,7010001054021,野村アセットマネジメント株式会社,G12818,030,10A000,160,2024-12-07,2025-12-08,2025-08-25 09:00,半期報告書（内国投資信託受益証券）－第8期(2024/12/07－2025/12/08),,,,,,,0,0,0,1,1,0,0,1,1
4,S100WK4F,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G11456,030,995000,180,,,2025-08-25 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
5,S100WKXP,E03423,27910,8260001013868,大黒天物産株式会社,,010,053000,180,,,2025-08-25 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
6,S100WJV2,E10439,,4010001027269,ピクテ・ジャパン株式会社,G03635,030,995000,180,,,2025-08-25 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
7,S100WJV8,E12460,,7010001054021,野村アセットマネジメント株式会社,G13706,030,995000,180,,,2025-08-25 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
8,S100WIQ2,E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,G05602,030,995000,180,,,2025-08-25 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
9,S100WEYH,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10392,030,995000,180,,,2025-08-25 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
10,S100WEP7,E12460,,7010001054021,野村アセットマネジメント株式会社,G13974,030,10A000,160,2024-12-07,2025-12-08,2025-08-25 09:01,半期報告書（内国投資信託受益証券）－第5期(2024/12/07－2025/12/08),,,,,,,0,0,0,1,1,0,0,1,1
11,S100WJV4,E10439,,4010001027269,ピクテ・ジャパン株式会社,G08694,030,995000,180,,,2025-08-25 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
12,S100WJU2,E26704,,6010001141324,カレラアセットマネジメント株式会社,G14028,030,995000,180,,,2025-08-25 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
13,S100WCXN,E12460,,7010001054021,野村アセットマネジメント株式会社,G12818,030,04A001,040,,,2025-08-25 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100V4WB,,0,0,0,1,1,1,0,1,1
14,S100WEP8,E12460,,7010001054021,野村アセットマネジメント株式会社,G13974,030,04A001,040,,,2025-08-25 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100V50I,,0,0,0,1,1,1,0,1,1
15,S100WJU3,E26704,,6010001141324,カレラアセットマネジメント株式会社,G09056,030,995000,180,,,2025-08-25 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
16,S100WE84,E12460,,7010001054021,野村アセットマネジメント株式会社,G14877,030,10A000,160,2024-12-07,2025-12-08,2025-08-25 09:02,半期報告書（内国投資信託受益証券）－第3期(2024/12/07－2025/12/08),,,,,,,0,0,0,1,1,0,0,1,1
17,S100WE85,E12460,,7010001054021,野村アセットマネジメント株式会社,G14877,030,04A001,040,,,2025-08-25 09:03,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100V4OC,,0,0,0,1,1,1,0,1,1
18,S100WKN5,E35933,,5010001203678,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,G15369,030,995000,180,,,2025-08-25 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
19,S100W9QK,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13185,030,07A000,120,2024-11-26,2025-05-26,2025-08-25 09:03,有価証券報告書（内国投資信託受益証券）－第13期(2024/11/26－2025/05/26),,,,,,,0,0,0,1,1,1,0,1,1
20,S100WEI3,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G10115,030,07A000,120,2024-11-26,2025-05-26,2025-08-25 09:03,有価証券報告書（内国投資信託受益証券）－第23期(2024/11/26－2025/05/26),,,,,,,0,0,0,1,1,1,0,1,1
21,S100WHOT,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08234,030,10A000,160,2024-11-26,2025-11-25,2025-08-25 09:03,半期報告書（内国投資信託受益証券）－第15期(2024/11/26－2025/11/25),,,,,,,0,0,0,1,1,0,0,1,1
22,S100WJ5U,E06748,,2010001049257,大和アセットマネジメント株式会社,G12692,030,995000,180,,,2025-08-25 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
23,S100VSUG,E32011,,5010601048309,りそなアセットマネジメント株式会社,G13576,030,10A000,160,2024-11-26,2025-11-25,2025-08-25 09:03,半期報告書（内国投資信託受益証券）－第6期(2024/11/26－2025/11/25),,,,,,,0,0,0,1,1,0,0,1,1
24,S100WG5E,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G14685,030,07A000,120,2024-11-26,2025-05-26,2025-08-25 09:04,有価証券報告書（内国投資信託受益証券）－第5期(2024/11/26－2025/05/26),,,,,,,0,0,0,1,1,1,0,1,1
