seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100P794,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G05552,030,07A000,120,2021-08-31,2022-08-29,2022-11-29 09:00,有価証券報告書（内国投資信託受益証券）－第15期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
2,S100PAXD,E12460,,7010001054021,野村アセットマネジメント株式会社,G08200,030,07A000,120,2021-09-07,2022-09-06,2022-11-29 09:00,有価証券報告書（内国投資信託受益証券）－第12期(令和3年9月7日－令和4年9月6日),,,,,,,0,0,0,1,1,1,0
3,S100POAP,E12460,,7010001054021,野村アセットマネジメント株式会社,G14711,030,04A000,030,,,2022-11-29 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
4,S100POGG,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G09028,030,995000,180,,,2022-11-29 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
5,S100PBJC,E12460,,7010001054021,野村アセットマネジメント株式会社,G08202,030,04A000,030,,,2022-11-29 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
6,S100PPDY,E03576,83690,9130001000028,株式会社京都銀行,,010,043000,140,2022-07-01,2022-09-30,2022-11-29 09:01,四半期報告書－第120期第2四半期(令和4年7月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
7,S100PNYF,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01428,030,07A000,120,2021-08-31,2022-08-29,2022-11-29 09:01,有価証券報告書（内国投資信託受益証券）－第22期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
8,S100POPN,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12080,030,995000,180,,,2022-11-29 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
9,S100PNB6,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G10276,030,995000,180,,,2022-11-29 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100PBJB,E12460,,7010001054021,野村アセットマネジメント株式会社,G08202,030,07A000,120,2021-09-07,2022-09-06,2022-11-29 09:01,有価証券報告書（内国投資信託受益証券）－第12期(令和3年9月7日－令和4年9月6日),,,,,,,0,0,0,1,1,1,0
11,S100PAXF,E12460,,7010001054021,野村アセットマネジメント株式会社,G08200,030,04A000,030,,,2022-11-29 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
12,S100PNYD,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G01428,030,04A000,030,,,2022-11-29 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
13,S100POPO,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12081,030,995000,180,,,2022-11-29 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
14,S100PACH,E12460,,7010001054021,野村アセットマネジメント株式会社,G08207,030,04A000,030,,,2022-11-29 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
15,S100PMLC,E06748,,2010001049257,大和アセットマネジメント株式会社,G04858,030,07A000,120,2022-03-08,2022-09-06,2022-11-29 09:02,有価証券報告書（内国投資信託受益証券）－第33期(令和4年3月8日－令和4年9月6日),,,,,,,0,0,0,1,1,1,0
16,S100PPE8,E03576,83690,9130001000028,株式会社京都銀行,,010,042000,135,,,2022-11-29 09:02,確認書,,,,,,,0,0,0,0,1,0,0
17,S100PBJM,E12460,,7010001054021,野村アセットマネジメント株式会社,G08204,030,04A000,030,,,2022-11-29 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
18,S100POPM,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11852,030,995000,180,,,2022-11-29 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
