seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100TDJY,E02040,68770,9021001027278,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,,010,043000,140,2024-01-01,2024-03-31,2024-05-13 09:00,四半期報告書－第66期第2四半期(2024/01/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
2,S100TDZJ,E32380,61960,7010001079968,株式会社ストライク,,010,043000,140,2024-01-01,2024-03-31,2024-05-13 09:00,四半期報告書－第28期第2四半期(2024/01/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
3,S100T152,E12430,,8010401072159,日興アセットマネジメント株式会社,G01650,030,07A000,120,2023-02-14,2024-02-13,2024-05-13 09:00,有価証券報告書（内国投資信託受益証券）－第38期(2023/02/14－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
4,S100TDV4,E04931,97930,6180001006700,株式会社ダイセキ,,010,170000,220,,,2024-05-13 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
5,S100TD13,E12481,,1010401025734,フィデリティ投信株式会社,G12934,030,07A000,120,2023-02-16,2024-02-15,2024-05-13 09:00,有価証券報告書（内国投資信託受益証券）－第6期(2023/02/16－2024/02/15),,,,,,,0,0,0,1,1,1,0,1,1
6,S100TAGC,E12460,,7010001054021,野村アセットマネジメント株式会社,G02349,030,995000,180,,,2024-05-13 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
7,S100TDJZ,E02040,68770,9021001027278,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,,010,042000,135,,,2024-05-13 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
8,S100TAL2,E31744,,5010001076579,株式会社ＧＣＩアセット・マネジメント,G13005,030,07A000,120,2023-08-11,2024-02-13,2024-05-13 09:00,有価証券報告書（内国投資信託受益証券）－第11期(2023/08/11－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
9,S100TDZL,E32380,61960,7010001079968,株式会社ストライク,,010,042000,135,,,2024-05-13 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
10,S100T14Z,E12430,,8010401072159,日興アセットマネジメント株式会社,G01650,030,04A000,030,,,2024-05-13 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
11,S100TBWZ,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G14326,030,995000,180,,,2024-05-13 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0,1,1
12,S100TALR,E26491,,6260001004357,中銀アセットマネジメント株式会社,G08782,030,07A000,120,2023-02-11,2024-02-13,2024-05-13 09:00,有価証券報告書（内国投資信託受益証券）－第12期(2023/02/11－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
13,S100T155,E12430,,8010401072159,日興アセットマネジメント株式会社,G03075,030,07A000,120,2023-02-14,2024-02-13,2024-05-13 09:01,有価証券報告書（内国投資信託受益証券）－第23期(2023/02/14－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
14,S100TALP,E26491,,6260001004357,中銀アセットマネジメント株式会社,G08782,030,04A000,030,,,2024-05-13 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
15,S100TDYC,E02331,77160,1060001010545,株式会社ナカニシ,,010,043000,140,2024-01-01,2024-03-31,2024-05-13 09:02,四半期報告書－第73期第1四半期(2024/01/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
16,S100T154,E12430,,8010401072159,日興アセットマネジメント株式会社,G03075,030,04A000,030,,,2024-05-13 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
17,S100TBIH,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G14174,030,04A001,040,,,2024-05-13 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100RFNJ,,0,0,0,1,1,1,0,1,1
18,S100TDYD,E02331,77160,1060001010545,株式会社ナカニシ,,010,042000,135,,,2024-05-13 09:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
19,S100TD17,E12481,,1010401025734,フィデリティ投信株式会社,G12934,030,04A000,030,,,2024-05-13 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
20,S100T158,E12430,,8010401072159,日興アセットマネジメント株式会社,G03197,030,07A000,120,2023-02-14,2024-02-13,2024-05-13 09:03,有価証券報告書（内国投資信託受益証券）－第23期(2023/02/14－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
21,S100TALW,E26491,,6260001004357,中銀アセットマネジメント株式会社,G14437,030,07A000,120,2023-02-11,2024-02-13,2024-05-13 09:03,有価証券報告書（内国投資信託受益証券）－第2期(2023/02/11－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
22,S100T8YR,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G03128,030,07A000,120,2023-02-15,2024-02-14,2024-05-13 09:03,有価証券報告書（内国投資信託受益証券）－第23期(2023/02/15－2024/02/14),,,,,,,0,0,0,1,1,1,0,1,1
23,S100TE1Q,E04693,96560,3330001011679,グリーンランドリゾート株式会社,,010,043000,140,2024-01-01,2024-03-31,2024-05-13 09:03,四半期報告書－第46期第1四半期(2024/01/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
24,S100T8YQ,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G03128,030,04A000,030,,,2024-05-13 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
25,S100TAID,E31744,,5010001076579,株式会社ＧＣＩアセット・マネジメント,G13005,030,04A000,030,,,2024-05-13 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
26,S100TCLD,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13670,030,07A000,120,2023-02-11,2024-02-13,2024-05-13 09:04,有価証券報告書（内国投資信託受益証券）－第4期(2023/02/11－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
27,S100T157,E12430,,8010401072159,日興アセットマネジメント株式会社,G03197,030,04A000,030,,,2024-05-13 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
28,S100TE6P,E04693,96560,3330001011679,グリーンランドリゾート株式会社,,010,042000,135,,,2024-05-13 09:04,確認書,,,,,,,0,0,0,0,1,0,0,0,1
29,S100TALZ,E26491,,6260001004357,中銀アセットマネジメント株式会社,G14437,030,04A000,030,,,2024-05-13 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
30,S100T8LM,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G03056,030,10A000,160,2023-08-15,2024-08-14,2024-05-13 09:04,半期報告書（内国投資信託受益証券）－第23期(2023/08/15－2024/08/14),,,,,,,0,0,0,1,1,0,0,1,1
31,S100T15A,E12430,,8010401072159,日興アセットマネジメント株式会社,G08296,030,07A000,120,2023-08-11,2024-02-13,2024-05-13 09:04,有価証券報告書（内国投資信託受益証券）－第26期(2023/08/11－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
32,S100TD20,E06748,,2010001049257,大和アセットマネジメント株式会社,G07127,030,07A000,120,2023-08-22,2024-02-20,2024-05-13 09:05,有価証券報告書（内国投資信託受益証券）－第37期(2023/08/22－2024/02/20),,,,,,,0,0,0,1,1,1,0,1,1
33,S100T159,E12430,,8010401072159,日興アセットマネジメント株式会社,G08296,030,04A000,030,,,2024-05-13 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
34,S100TCLC,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13219,030,07A000,120,2023-02-11,2024-02-13,2024-05-13 09:05,有価証券報告書（内国投資信託受益証券）－第5期(2023/02/11－2024/02/13),,,,,,,0,0,0,1,1,1,0,1,1
