seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100SB53,E09666,,9010001062807,アムンディ・ジャパン株式会社,G07982,030,07A000,120,2023-03-14,2023-09-12,2023-12-12 09:00,有価証券報告書（内国投資信託受益証券）－第39期(2023/03/14－2023/09/12),,,,,,,0,0,0,1,1,1,0,1,1
2,S100SDTT,E12430,,8010401072159,日興アセットマネジメント株式会社,G05335,030,04A001,040,,,2023-12-12 09:00,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100RC6Q,,0,0,0,1,1,1,0,1,1
3,S100SFKL,E02007,66540,9130001022352,不二電機工業株式会社,,010,043000,140,2023-08-01,2023-10-31,2023-12-12 09:01,四半期報告書－第66期第3四半期(2023/08/01－2023/10/31),,,,,,,0,0,0,1,1,0,0,1,1
4,S100SDFO,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G07464,030,07A000,120,2023-03-14,2023-09-13,2023-12-12 09:02,有価証券報告書（内国投資信託受益証券）－第29期(2023/03/14－2023/09/13),,,,,,,0,0,0,1,1,1,0,1,1
5,S100SB55,E09666,,9010001062807,アムンディ・ジャパン株式会社,G07982,030,04A000,030,,,2023-12-12 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
6,S100SFKO,E02007,66540,9130001022352,不二電機工業株式会社,,010,042000,135,,,2023-12-12 09:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
7,S100SFYN,E39293,,,渡辺　崇,,060,010000,350,,,2023-12-12 09:02,大量保有報告書,E33557,,,,,,0,0,0,1,1,0,0,1,1
8,S100SD3P,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12676,030,07A000,120,2022-09-16,2023-09-15,2023-12-12 09:03,有価証券報告書（内国投資信託受益証券）－第6期(2022/09/16－2023/09/15),,,,,,,0,0,0,1,1,1,0,1,1
9,S100S1JY,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G14524,030,07A000,120,2023-03-16,2023-09-15,2023-12-12 09:03,有価証券報告書（内国投資信託受益証券）－第3期(2023/03/16－2023/09/15),,,,,,,0,0,0,1,1,1,0,1,1
10,S100SDBG,E06748,,2010001049257,大和アセットマネジメント株式会社,G01854,030,07A000,120,2022-09-21,2023-09-19,2023-12-12 09:04,有価証券報告書（内国投資信託受益証券）－第38期(2022/09/21－2023/09/19),,,,,,,0,0,0,1,1,1,0,1,1
11,S100SD3O,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12676,030,04A000,030,,,2023-12-12 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
12,S100SFDH,E00329,14140,8010001135778,ショーボンドホールディングス株式会社,,010,170000,220,,,2023-12-12 09:05,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
13,S100SEZ8,E02469,62670,6180001045896,ゼネラルパッカー株式会社,,010,043000,140,2023-08-01,2023-10-31,2023-12-12 09:05,四半期報告書－第63期第1四半期(2023/08/01－2023/10/31),,,,,,,0,0,0,1,1,0,0,1,1
14,S100S1JX,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G14524,030,04A000,030,,,2023-12-12 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
15,S100SB58,E09666,,9010001062807,アムンディ・ジャパン株式会社,G12515,030,07A000,120,2023-03-14,2023-09-12,2023-12-12 09:05,有価証券報告書（内国投資信託受益証券）－第13期(2023/03/14－2023/09/12),,,,,,,0,0,0,1,1,1,0,1,1
16,S100S3XI,E09633,,5120001078309,銀泉株式会社,,060,010002,350,,,2023-12-12 09:05,変更報告書,E25662,,,,,,0,0,0,1,1,0,0,1,1
17,S100S1JW,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12978,030,07A000,120,2023-03-16,2023-09-15,2023-12-12 09:06,有価証券報告書（内国投資信託受益証券）－第11期(2023/03/16－2023/09/15),,,,,,,0,0,0,1,1,1,0,1,1
18,S100S456,E09633,,5120001078309,銀泉株式会社,,060,010002,350,,,2023-12-12 09:06,変更報告書,E25662,,,,,,0,0,0,1,1,0,0,1,1
19,S100SEZ9,E02469,62670,6180001045896,ゼネラルパッカー株式会社,,010,042000,135,,,2023-12-12 09:06,確認書,,,,,,,0,0,0,0,1,0,0,0,1
20,S100SF4Z,E12422,,4010001046310,しんきんアセットマネジメント投信株式会社,G04847,030,995000,180,,,2023-12-12 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
21,S100SB5W,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G07464,030,04A000,030,,,2023-12-12 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
22,S100SDBL,E06748,,2010001049257,大和アセットマネジメント株式会社,G01854,030,04A000,030,,,2023-12-12 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
23,S100S1JV,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12978,030,04A000,030,,,2023-12-12 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
24,S100S2E9,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13691,030,10A000,160,2023-03-16,2024-03-15,2023-12-12 09:07,半期報告書（内国投資信託受益証券）－第4期(2023/03/16－2024/03/15),,,,,,,0,0,0,1,1,0,0,1,1
