seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100TY8I,E02174,72560,5021001006269,河西工業株式会社,,010,053000,180,,,2024-07-01 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
2,S100TYAG,E00055,18020,7010401088742,株式会社大林組,,010,053000,180,,,2024-07-01 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
3,S100TYIO,E01289,63190,2050001024009,株式会社シンニッタン,,010,053000,180,,,2024-07-01 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
4,S100TXRW,E00189,19810,5011001006550,株式会社協和日成,,010,053000,180,,,2024-07-01 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
5,S100TYIM,E39781,,,楠　流維,,060,010000,350,,,2024-07-01 09:00,大量保有報告書,E39654,,,,,,0,0,0,1,1,0,0,1,1
6,S100TYHO,E02174,72560,5021001006269,河西工業株式会社,,010,053001,190,,,2024-07-01 09:00,訂正臨時報告書,,,,第19条第2項第2号,S100TDNW,,0,0,0,1,1,1,0,1,1
7,S100THWN,E14703,,8010001014858,キャピタル・インターナショナル株式会社,G11661,030,04A001,040,,,2024-07-01 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100S1AM,,0,0,0,1,1,0,0,1,1
8,S100TYIC,E05286,23010,3120001047728,株式会社学情,,010,170000,220,,,2024-07-01 09:01,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
9,S100TYEA,E04199,90780,2200001010785,株式会社エスライングループ本社,,010,030000,120,2023-04-01,2024-03-31,2024-07-01 09:01,有価証券報告書－第85期(2023/04/01－2024/03/31),,,,,,,0,0,0,1,1,1,0,1,1
10,S100TYIE,E00382,22180,8430001012919,日糧製パン株式会社,,010,053000,180,,,2024-07-01 09:02,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
11,S100TYEL,E04199,90780,2200001010785,株式会社エスライングループ本社,,015,010000,235,,,2024-07-01 09:02,内部統制報告書－第85期(2023/04/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
12,S100TDFP,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G04137,030,10A000,160,2023-10-03,2024-09-30,2024-07-01 09:03,半期報告書（内国投資信託受益証券）－第20期(2023/10/03－2024/09/30),,,,,,,0,0,0,1,1,0,0,1,1
13,S100TXF8,E03590,83870,7490001000786,株式会社四国銀行,,010,053000,180,,,2024-07-01 09:03,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
14,S100TYGM,E00893,46130,5140001048243,関西ペイント株式会社,,010,053000,180,,,2024-07-01 09:03,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
15,S100TYEU,E04199,90780,2200001010785,株式会社エスライングループ本社,,010,042000,135,,,2024-07-01 09:03,確認書,,,,,,,0,0,0,0,1,0,0,0,1
16,S100TDFL,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G04137,030,04A000,030,,,2024-07-01 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
17,S100TWL7,E03305,75810,8030001065552,株式会社サイゼリヤ,,010,053000,180,,,2024-07-01 09:04,臨時報告書,,,,第19条第2項第12号,,,0,0,0,1,1,0,0,1,1
18,S100TYGW,E00893,46130,5140001048243,関西ペイント株式会社,,010,113001,090,,,2024-07-01 09:05,訂正発行登録書,,,,,S100TXCC,,0,0,0,0,1,0,0,0,1
19,S100TNNW,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G03098,030,995000,180,,,2024-07-01 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
20,S100TYIX,E05677,38420,6010001097517,株式会社ネクストジェン,,010,053000,180,,,2024-07-01 09:05,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
21,S100TOY6,E06748,,2010001049257,大和アセットマネジメント株式会社,G03732,030,995000,180,,,2024-07-01 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
22,S100TNNX,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G03335,030,995000,180,,,2024-07-01 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
23,S100TDZ5,E12441,,3010001062358,ＳＢＩ岡三アセットマネジメント株式会社,G07788,030,995000,180,,,2024-07-01 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
24,S100TQ17,E31678,,9010601038669,ちばぎんアセットマネジメント株式会社,G15258,030,04A000,030,,,2024-07-01 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
25,S100TXUO,E01764,66370,6120001005889,寺崎電気産業株式会社,,010,053000,180,,,2024-07-01 09:06,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
26,S100TY2X,E02666,81440,7120001039110,株式会社デンキョーグループホールディングス,,010,053000,180,,,2024-07-01 09:06,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
27,S100TSRL,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G07991,030,995000,180,,,2024-07-01 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
28,S100TYIA,E04206,90600,3010701007868,日本ロジテム株式会社,,010,053000,180,,,2024-07-01 09:06,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
29,S100TVUY,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G14846,030,04A001,040,,,2024-07-01 09:07,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100QOBR,,0,0,0,1,1,1,0,1,1
30,S100TOY9,E06748,,2010001049257,大和アセットマネジメント株式会社,G03800,030,995000,180,,,2024-07-01 09:07,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
31,S100TNYO,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G09046,030,995000,180,,,2024-07-01 09:07,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
