seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100WEBY,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G07994,030,04A000,030,,,2025-08-07 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
2,S100WG3Y,E12481,,1010401025734,フィデリティ投信株式会社,G04801,030,07A000,120,2024-11-12,2025-05-12,2025-08-07 09:00,有価証券報告書（内国投資信託受益証券）－第39期(2024/11/12－2025/05/12),,,,,,,0,0,0,1,1,1,0,1,1
3,S100WG4B,E12481,,1010401025734,フィデリティ投信株式会社,G04815,030,07A000,120,2024-11-12,2025-05-12,2025-08-07 09:00,有価証券報告書（内国投資信託受益証券）－第39期(2024/11/12－2025/05/12),,,,,,,0,0,0,1,1,1,0,1,1
4,S100WFM7,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G04702,030,07A000,120,2024-11-07,2025-05-07,2025-08-07 09:00,有価証券報告書（内国投資信託受益証券）－第39期(2024/11/07－2025/05/07),,,,,,,0,0,0,1,1,1,0,1,1
5,S100WDY8,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13593,030,07A000,120,2024-11-12,2025-05-12,2025-08-07 09:01,有価証券報告書（内国投資信託受益証券）－第11期(2024/11/12－2025/05/12),,,,,,,0,0,0,1,1,1,0,1,1
6,S100WDNW,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G15210,030,07A000,120,2024-11-08,2025-05-07,2025-08-07 09:01,有価証券報告書（内国投資信託受益証券）－第2期(2024/11/08－2025/05/07),,,,,,,0,0,0,1,1,1,0,1,1
7,S100WFMN,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11940,030,10A000,160,2024-11-08,2025-11-07,2025-08-07 09:01,半期報告書（内国投資信託受益証券）－第38期(2024/11/08－2025/11/07),,,,,,,0,0,0,1,1,0,0,1,1
8,S100WDTO,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12236,030,07A000,120,2024-11-14,2025-05-13,2025-08-07 09:01,有価証券報告書（内国投資信託受益証券）－第18期(2024/11/14－2025/05/13),,,,,,,0,0,0,1,1,1,0,1,1
9,S100WGYJ,E02898,76090,9120001083156,ダイトロン株式会社,,010,043A00,160,2025-01-01,2025-12-31,2025-08-07 09:01,半期報告書－第74期(2025/01/01－2025/12/31),,,,,,,0,0,0,1,1,0,0,1,1
10,S100WFMB,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G04914,030,07A000,120,2024-11-06,2025-05-07,2025-08-07 09:01,有価証券報告書（内国投資信託受益証券）－第38期(2024/11/06－2025/05/07),,,,,,,0,0,0,1,1,1,0,1,1
