seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100WEJL,E12460,,7010001054021,野村アセットマネジメント株式会社,G15617,030,04A000,030,,,2025-07-30 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
2,S100WFAA,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G15618,030,04A000,030,,,2025-07-30 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
3,S100WEK3,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G14979,030,995000,180,,,2025-07-30 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
4,S100VW0D,E12460,,7010001054021,野村アセットマネジメント株式会社,G02796,030,07A000,120,2024-05-11,2025-05-12,2025-07-30 09:00,有価証券報告書（内国投資信託受益証券）－第24期(2024/05/11－2025/05/12),,,,,,,0,0,0,1,1,1,0,1,1
5,S100VV7Q,E12460,,7010001054021,野村アセットマネジメント株式会社,G02798,030,04A000,030,,,2025-07-30 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
6,S100VVLQ,E12460,,7010001054021,野村アセットマネジメント株式会社,G03125,030,07A000,120,2024-05-11,2025-05-12,2025-07-30 09:00,有価証券報告書（内国投資信託受益証券）－第24期(2024/05/11－2025/05/12),,,,,,,0,0,0,1,1,1,0,1,1
7,S100VQO3,E30689,,4010001158535,あおぞら投信株式会社,G15328,030,10A000,160,2024-10-31,2025-10-20,2025-07-30 09:01,半期報告書（内国投資信託受益証券）－第1期(2024/10/31－2025/10/20),,,,,,,0,0,0,1,1,0,0,1,1
8,S100VW0F,E12460,,7010001054021,野村アセットマネジメント株式会社,G02796,030,04A000,030,,,2025-07-30 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
9,S100WF50,E33958,,2010001185795,ティー・ロウ・プライス・ジャパン株式会社,G15615,030,04A000,030,,,2025-07-30 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
10,S100WE9A,E26704,,6010001141324,カレラアセットマネジメント株式会社,G13890,030,995000,180,,,2025-07-30 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
11,S100VV5I,E12460,,7010001054021,野村アセットマネジメント株式会社,G02797,030,04A000,030,,,2025-07-30 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
12,S100VVLR,E12460,,7010001054021,野村アセットマネジメント株式会社,G03125,030,04A000,030,,,2025-07-30 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
13,S100VV7P,E12460,,7010001054021,野村アセットマネジメント株式会社,G02798,030,07A000,120,2024-05-11,2025-05-12,2025-07-30 09:01,有価証券報告書（内国投資信託受益証券）－第24期(2024/05/11－2025/05/12),,,,,,,0,0,0,1,1,1,0,1,1
14,S100WAUU,E12460,,7010001054021,野村アセットマネジメント株式会社,G14617,030,995000,180,,,2025-07-30 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
