seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PG95,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13940,030,10A000,160,2022-03-11,2023-03-10,2022-12-09 09:00,半期報告書（内国投資信託受益証券）－第3期(令和4年3月11日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
2,S100PRL8,E01045,49660,8120001077365,上村工業株式会社,,010,170000,220,,,2022-12-09 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
3,S100PQDK,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11815,030,10A000,160,2022-03-11,2023-03-10,2022-12-09 09:00,半期報告書（内国投資信託受益証券）－第25期(令和4年3月11日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
4,S100P797,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13941,030,10A000,160,2022-03-11,2023-03-10,2022-12-09 09:00,半期報告書（内国投資信託受益証券）－第3期(令和4年3月11日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
5,S100PHXU,E12460,,7010001054021,野村アセットマネジメント株式会社,G07664,030,04A001,040,,,2022-12-09 09:00,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O2NP,,0,0,0,1,1,0,0
6,S100PQDT,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11846,030,07A000,120,2022-03-10,2022-09-09,2022-12-09 09:00,有価証券報告書（内国投資信託受益証券）－第34期(令和4年3月10日－令和4年9月9日),,,,,,,0,0,0,1,1,1,0
7,S100PRYN,E07098,,2011301006633,株式会社マサトヨ,,060,010002,350,,,2022-12-09 09:00,変更報告書,E02438,,,,,,0,0,0,1,1,1,0
8,S100PBU8,E12430,,8010401072159,日興アセットマネジメント株式会社,G14044,030,10A000,160,2022-03-10,2023-03-09,2022-12-09 09:00,半期報告書（内国投資信託受益証券）－第2期(令和4年3月10日－令和5年3月9日),,,,,,,0,0,0,1,1,0,0
9,S100PRAO,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12037,030,995000,180,,,2022-12-09 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100PRUG,E03343,76460,5210001007068,株式会社ＰＬＡＮＴ,,010,170000,220,,,2022-12-09 09:01,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
11,S100PELS,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G03634,030,10A000,160,2022-03-11,2023-03-10,2022-12-09 09:01,半期報告書（内国投資信託受益証券）－第20期(令和4年3月11日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
