seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100T1W7,E09666,,9010001062807,アムンディ・ジャパン株式会社,G12515,030,995000,180,,,2024-03-25 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
2,S100T3FZ,E04663,,7450001000311,株式会社旭川国際ゴルフ場,,010,030000,120,2023-01-01,2023-12-31,2024-03-25 09:00,有価証券報告書－第60期(2023/01/01－2023/12/31),,,,,,,0,0,0,1,1,1,0,1,1
3,S100T3E1,E05692,32520,6120001095071,地主株式会社,,010,030000,120,2023-01-01,2023-12-31,2024-03-25 09:00,有価証券報告書－第24期(2023/01/01－2023/12/31),,,,,,,0,0,0,1,1,1,0,1,1
4,S100SQ1X,E12460,,7010001054021,野村アセットマネジメント株式会社,G10853,030,10A000,160,2023-06-29,2024-06-28,2024-03-25 09:00,半期報告書（内国投資信託受益証券）－第10期(2023/06/29－2024/06/28),,,,,,,0,0,0,1,1,0,0,1,1
5,S100T22J,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G08087,030,07A000,120,2023-06-24,2023-12-25,2024-03-25 09:00,有価証券報告書（内国投資信託受益証券）－第27期(2023/06/24－2023/12/25),,,,,,,0,0,0,1,1,1,0,1,1
6,S100T3C9,E01267,63260,1120001037978,株式会社　クボタ,,010,053000,180,,,2024-03-25 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
7,S100T3A2,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12010,030,995000,180,,,2024-03-25 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
8,S100T0I7,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G03839,030,07A000,120,2022-12-27,2023-12-25,2024-03-25 09:01,有価証券報告書（内国投資信託受益証券）－第20期(2022/12/27－2023/12/25),,,,,,,0,0,0,1,1,1,0,1,1
9,S100T3E2,E05692,32520,6120001095071,地主株式会社,,015,010000,235,,,2024-03-25 09:01,内部統制報告書－第24期(2023/01/01－2023/12/31),,,,,,,0,0,0,1,1,0,0,1,1
10,S100T3A3,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12016,030,995000,180,,,2024-03-25 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
11,S100T1X2,E09666,,9010001062807,アムンディ・ジャパン株式会社,G07971,030,995000,180,,,2024-03-25 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
12,S100SQ1Y,E12460,,7010001054021,野村アセットマネジメント株式会社,G10853,030,04A001,040,,,2024-03-25 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100RIAC,,0,0,0,1,1,0,0,1,1
13,S100T3E6,E05692,32520,6120001095071,地主株式会社,,010,042000,135,,,2024-03-25 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
14,S100T1A3,E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,G05226,030,995000,180,,,2024-03-25 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
15,S100SQXA,E12460,,7010001054021,野村アセットマネジメント株式会社,G11181,030,10A000,160,2023-06-29,2024-06-28,2024-03-25 09:02,半期報告書（内国投資信託受益証券）－第9期(2023/06/29－2024/06/28),,,,,,,0,0,0,1,1,0,0,1,1
16,S100T1X6,E09666,,9010001062807,アムンディ・ジャパン株式会社,G07982,030,995000,180,,,2024-03-25 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
17,S100SWYL,E11518,,9010001034450,三菱ＵＦＪアセットマネジメント株式会社,G12625,030,10A000,160,2023-06-27,2024-06-25,2024-03-25 09:02,半期報告書（内国投資信託受益証券）－第7期(2023/06/27－2024/06/25),,,,,,,0,0,0,1,1,0,0,1,1
18,S100T22I,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G08087,030,04A000,030,,,2024-03-25 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
