seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PAPV,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08658,030,10A000,160,2022-02-22,2023-02-21,2022-11-21 09:00,半期報告書（内国投資信託受益証券）－第17期(令和4年2月22日－令和5年2月21日),,,,,,,0,0,0,1,1,0,0
2,S100PICY,E35979,,,Ｎａｔｉｏｎａｌ　Ｉｎｄｅｍｎｉｔｙ　Ｃｏｍｐａｎｙ,,060,030002,350,,,2022-11-21 09:00,変更報告書（特例対象株券等）,E02529,,,,S100JKLL,,0,0,0,1,1,0,0
3,S100PNWB,E13343,,8010001040648,ＢＮＹメロン・インベストメント・マネジメント・ジャパン株式会社,G05366,030,995000,180,,,2022-11-21 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
4,S100PGLN,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G13490,030,10A000,160,2022-02-22,2023-02-20,2022-11-21 09:00,半期報告書（内国投資信託受益証券）－第4期(令和4年2月22日－令和5年2月20日),,,,,,,0,0,0,1,1,0,0
5,S100PN3T,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G13967,030,995000,180,,,2022-11-21 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
6,S100PFY1,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08636,030,10A000,160,2022-02-22,2023-02-21,2022-11-21 09:00,半期報告書（内国投資信託受益証券）－第22期(令和4年2月22日－令和5年2月21日),,,,,,,0,0,0,1,1,0,0
7,S100PID5,E35979,,,Ｎａｔｉｏｎａｌ　Ｉｎｄｅｍｎｉｔｙ　Ｃｏｍｐａｎｙ,,060,030002,350,,,2022-11-21 09:00,変更報告書（特例対象株券等）,E02513,,,,S100JL42,,0,0,0,1,1,0,0
8,S100PE9J,E12882,,7010001054095,農林中金全共連アセットマネジメント株式会社,G13747,030,04A000,030,,,2022-11-21 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
9,S100PBJ1,E12460,,7010001054021,野村アセットマネジメント株式会社,G11130,030,04A000,030,,,2022-11-21 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
10,S100PID2,E35979,,,Ｎａｔｉｏｎａｌ　Ｉｎｄｅｍｎｉｔｙ　Ｃｏｍｐａｎｙ,,060,030002,350,,,2022-11-21 09:01,変更報告書（特例対象株券等）,E02497,,,,S100JL8H,,0,0,0,1,1,0,0
