seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PG6C,E30066,32930,1170001000122,アズマハウス株式会社,,010,170000,220,,,2022-12-02 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
2,S100P5Q6,E12441,,3010001062358,岡三アセットマネジメント株式会社,G10329,030,07A000,120,2022-03-05,2022-09-05,2022-12-02 09:00,有価証券報告書（内国投資信託受益証券）－第17期(令和4年3月5日－令和4年9月5日),,,,,,,0,0,0,1,1,1,0
3,S100PQ7X,E02888,75900,2170001005748,株式会社タカショー,,010,043000,140,2022-07-21,2022-10-20,2022-12-02 09:00,四半期報告書－第43期第3四半期(令和4年7月21日－令和4年10月20日),,,,,,,0,0,0,1,1,0,0
4,S100PQH5,E04504,95040,4240001006753,中国電力株式会社,,010,053000,180,,,2022-12-02 09:00,臨時報告書,,,,"第19条第2項第12号,第19条第2項第19号",,,0,0,0,1,1,0,0
5,S100PNGJ,E06748,,2010001049257,大和アセットマネジメント株式会社,G01269,030,07A000,120,2022-03-10,2022-09-09,2022-12-02 09:00,有価証券報告書（内国投資信託受益証券）－第45期(令和4年3月10日－令和4年9月9日),,,,,,,0,0,0,1,1,1,0
6,S100POCH,E12460,,7010001054021,野村アセットマネジメント株式会社,G05423,030,995000,180,,,2022-12-02 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
7,S100PBTX,E12430,,8010401072159,日興アセットマネジメント株式会社,G02455,030,04A000,030,,,2022-12-02 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
8,S100PNGL,E06748,,2010001049257,大和アセットマネジメント株式会社,G01269,030,04A000,030,,,2022-12-02 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
9,S100POCK,E12460,,7010001054021,野村アセットマネジメント株式会社,G10612,030,995000,180,,,2022-12-02 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100PPGM,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G13016,030,995000,180,,,2022-12-02 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
11,S100POQE,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11796,030,04A000,030,,,2022-12-02 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
12,S100POCL,E12460,,7010001054021,野村アセットマネジメント株式会社,G07473,030,995000,180,,,2022-12-02 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
13,S100PDY7,E12460,,7010001054021,野村アセットマネジメント株式会社,G02457,030,04A000,030,,,2022-12-02 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
14,S100PNGP,E06748,,2010001049257,大和アセットマネジメント株式会社,G04644,030,07A000,120,2022-03-10,2022-09-09,2022-12-02 09:02,有価証券報告書（内国投資信託受益証券）－第34期(令和4年3月10日－令和4年9月9日),,,,,,,0,0,0,1,1,1,0
15,S100PQ80,E02888,75900,2170001005748,株式会社タカショー,,010,042000,135,,,2022-12-02 09:02,確認書,,,,,,,0,0,0,0,1,0,0
16,S100POX2,E32011,,5010601048309,りそなアセットマネジメント株式会社,G14712,030,04A000,030,,,2022-12-02 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
17,S100POCM,E12460,,7010001054021,野村アセットマネジメント株式会社,G08607,030,995000,180,,,2022-12-02 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
18,S100PNGR,E06748,,2010001049257,大和アセットマネジメント株式会社,G04644,030,04A000,030,,,2022-12-02 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
19,S100P5Q8,E12441,,3010001062358,岡三アセットマネジメント株式会社,G10329,030,04A000,030,,,2022-12-02 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
20,S100POCQ,E12460,,7010001054021,野村アセットマネジメント株式会社,G08807,030,995000,180,,,2022-12-02 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
21,S100PNL2,E06748,,2010001049257,大和アセットマネジメント株式会社,G04974,030,07A000,120,2022-03-10,2022-09-09,2022-12-02 09:04,有価証券報告書（内国投資信託受益証券）－第33期(令和4年3月10日－令和4年9月9日),,,,,,,0,0,0,1,1,1,0
22,S100PQHO,E03926,,5040001004289,鷹之台ゴルフ株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-02 09:04,半期報告書－第55期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
23,S100POCR,E12460,,7010001054021,野村アセットマネジメント株式会社,G09299,030,995000,180,,,2022-12-02 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
24,S100PNL3,E06748,,2010001049257,大和アセットマネジメント株式会社,G04974,030,04A000,030,,,2022-12-02 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
25,S100PIRA,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G02459,030,04A000,030,,,2022-12-02 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
26,S100PNLV,E06748,,2010001049257,大和アセットマネジメント株式会社,G13255,030,07A000,120,2022-03-11,2022-09-10,2022-12-02 09:06,有価証券報告書（内国投資信託受益証券）－第7期(令和4年3月11日－令和4年9月10日),,,,,,,0,0,0,1,1,1,0
27,S100PQAW,E36703,73800,7200001039259,株式会社十六フィナンシャルグループ,,010,170000,220,,,2022-12-02 09:06,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
28,S100POQG,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11956,030,04A000,030,,,2022-12-02 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
29,S100PNLY,E06748,,2010001049257,大和アセットマネジメント株式会社,G13255,030,04A000,030,,,2022-12-02 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
30,S100PNML,E06748,,2010001049257,大和アセットマネジメント株式会社,G03143,030,07A000,120,2022-03-10,2022-09-09,2022-12-02 09:08,有価証券報告書（内国投資信託受益証券）－第42期(令和4年3月10日－令和4年9月9日),,,,,,,0,0,0,1,1,1,0
31,S100PQC3,E00424,25900,2120001083154,ダイドーグループホールディングス株式会社,,010,043000,140,2022-07-21,2022-10-20,2022-12-02 09:08,四半期報告書－第48期第3四半期(令和4年7月21日－令和4年10月20日),,,,,,,0,0,0,1,1,0,0
32,S100PNMN,E06748,,2010001049257,大和アセットマネジメント株式会社,G03143,030,04A000,030,,,2022-12-02 09:09,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
33,S100PQC4,E00424,25900,2120001083154,ダイドーグループホールディングス株式会社,,010,042000,135,,,2022-12-02 09:10,確認書,,,,,,,0,0,0,0,1,0,0
