seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100VX20,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G09197,030,07A000,120,2024-04-12,2025-04-11,2025-07-09 09:00,有価証券報告書（内国投資信託受益証券）－第12期(2024/04/12－2025/04/11),,,,,,,0,0,0,1,1,1,0,1,1
2,S100WB2Y,E31883,,,Ｏａｓｉｓ　Ｍａｎａｇｅｍｅｎｔ　Ｃｏｍｐａｎｙ　Ｌｔｄ．,,060,010000,350,,,2025-07-09 09:00,大量保有報告書,E01935,,,,,,0,0,0,1,1,1,0,1,1
3,S100WACC,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03961,030,07A000,120,2024-10-10,2025-04-09,2025-07-09 09:00,有価証券報告書（内国投資信託受益証券）－第42期(2024/10/10－2025/04/09),,,,,,,0,0,0,1,1,1,0,1,1
4,S100VWF1,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G02750,030,04A000,030,,,2025-07-09 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
5,S100VWXE,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G09197,030,04A000,030,,,2025-07-09 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
6,S100VPJF,E12430,,8010401072159,日興アセットマネジメント株式会社,G11342,030,07A000,120,2024-10-10,2025-04-09,2025-07-09 09:00,有価証券報告書（内国投資信託受益証券）－第19期(2024/10/10－2025/04/09),,,,,,,0,0,0,1,1,1,0,1,1
7,S100VWA8,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G08784,030,995000,180,,,2025-07-09 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
8,S100WBQJ,E31650,,,阿部　公祐,,060,010002,350,,,2025-07-09 09:01,変更報告書,E31574,,,,,,0,0,0,1,1,1,0,1,1
9,S100VPJD,E12430,,8010401072159,日興アセットマネジメント株式会社,G11342,030,04A000,030,,,2025-07-09 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
10,S100WABX,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03961,030,04A000,030,,,2025-07-09 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
