seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PP4K,E06748,,2010001049257,大和アセットマネジメント株式会社,G01854,030,07A000,120,2021-09-22,2022-09-20,2022-12-13 09:00,有価証券報告書（内国投資信託受益証券）－第37期(令和3年9月22日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
2,S100PR7V,E26704,,6010001141324,カレラアセットマネジメント株式会社,G11280,030,995000,180,,,2022-12-13 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
3,S100PBUF,E12430,,8010401072159,日興アセットマネジメント株式会社,G14277,030,07A000,120,2021-09-10,2022-09-13,2022-12-13 09:00,有価証券報告書（内国投資信託受益証券）－第1期(令和3年9月10日－令和4年9月13日),,,,,,,0,0,0,1,1,1,0
4,S100PP6Q,E26704,,6010001141324,カレラアセットマネジメント株式会社,G08990,030,04A000,030,,,2022-12-13 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
5,S100PP4M,E06748,,2010001049257,大和アセットマネジメント株式会社,G01854,030,04A000,030,,,2022-12-13 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
6,S100PRHB,E12481,,1010401025734,フィデリティ投信株式会社,G03814,030,07A000,120,2022-03-16,2022-09-15,2022-12-13 09:01,有価証券報告書（内国投資信託受益証券）－第38期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
7,S100PBUD,E12430,,8010401072159,日興アセットマネジメント株式会社,G14277,030,04A000,030,,,2022-12-13 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
8,S100PS7T,E01599,64630,3010001034852,ＴＰＲ株式会社,,010,170000,220,,,2022-12-13 09:01,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
9,S100PRJ4,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G10334,030,995000,180,,,2022-12-13 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100PS63,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G14722,030,04A000,030,,,2022-12-13 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
11,S100PP4X,E06748,,2010001049257,大和アセットマネジメント株式会社,G01856,030,07A000,120,2021-09-22,2022-09-20,2022-12-13 09:02,有価証券報告書（内国投資信託受益証券）－第34期(令和3年9月22日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
12,S100PP51,E06748,,2010001049257,大和アセットマネジメント株式会社,G01856,030,04A000,030,,,2022-12-13 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
13,S100PRHN,E12481,,1010401025734,フィデリティ投信株式会社,G03814,030,04A000,030,,,2022-12-13 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
14,S100PSGM,E00829,78710,4210001003266,フクビ化学工業株式会社,,010,170000,220,,,2022-12-13 09:04,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
15,S100PP5Y,E06748,,2010001049257,大和アセットマネジメント株式会社,G13121,030,07A000,120,2022-03-18,2022-09-20,2022-12-13 09:04,有価証券報告書（内国投資信託受益証券）－第8期(令和4年3月18日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
