seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100TB3A,E09666,,9010001062807,アムンディ・ジャパン株式会社,G08254,030,995000,180,,,2024-05-01 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
2,S100TCD0,E38738,58880,4122001021471,ＤＡＩＷＡ　ＣＹＣＬＥ株式会社,,010,053000,180,,,2024-05-01 09:00,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
3,S100TAK8,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G10790,030,995000,180,,,2024-05-01 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
4,S100TATO,E06748,,2010001049257,大和アセットマネジメント株式会社,G10800,030,07A000,120,2023-08-09,2024-02-08,2024-05-01 09:02,有価証券報告書（内国投資信託受益証券）－第18期(2023/08/09－2024/02/08),,,,,,,0,0,0,1,1,1,0,1,1
5,S100T0EX,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13237,030,07A000,120,2023-02-08,2024-02-07,2024-05-01 09:03,有価証券報告書（内国投資信託受益証券）－第5期(2023/02/08－2024/02/07),,,,,,,0,0,0,1,1,1,0,1,1
6,S100TCDM,E12480,,7010001010313,アライアンス・バーンスタイン株式会社,G14589,030,07A000,120,2023-08-08,2024-02-07,2024-05-01 09:04,有価証券報告書（内国投資信託受益証券）－第3期(2023/08/08－2024/02/07),,,,,,,0,0,0,1,1,1,0,1,1
7,S100TBE4,E12437,,8010001011855,パインブリッジ・インベストメンツ株式会社,G04576,030,995000,180,,,2024-05-01 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
8,S100T0EV,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13237,030,04A000,030,,,2024-05-01 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
9,S100T13V,E12430,,8010401072159,日興アセットマネジメント株式会社,G01698,030,07A000,120,2023-02-02,2024-02-01,2024-05-01 09:05,有価証券報告書（内国投資信託受益証券）－第30期(2023/02/02－2024/02/01),,,,,,,0,0,0,1,1,1,0,1,1
10,S100TATP,E06748,,2010001049257,大和アセットマネジメント株式会社,G10800,030,04A000,030,,,2024-05-01 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
11,S100TBSP,E04691,96790,9010001108279,ホウライ株式会社,,010,043000,140,2024-01-01,2024-03-31,2024-05-01 09:05,四半期報告書－第141期第2四半期(2024/01/01－2024/03/31),,,,,,,0,0,0,1,1,0,0,1,1
12,S100TBSR,E04691,96790,9010001108279,ホウライ株式会社,,010,042000,135,,,2024-05-01 09:05,確認書,,,,,,,0,0,0,0,1,0,0,0,1
13,S100T13T,E12430,,8010401072159,日興アセットマネジメント株式会社,G01698,030,04A000,030,,,2024-05-01 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
14,S100T9EH,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G05007,030,995000,180,,,2024-05-01 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
15,S100TB5F,E12430,,8010401072159,日興アセットマネジメント株式会社,G15224,030,04A000,030,,,2024-05-01 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
16,S100TAVH,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G13672,030,04A000,030,,,2024-05-01 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
17,S100TCDV,E12480,,7010001010313,アライアンス・バーンスタイン株式会社,G14589,030,04A000,030,,,2024-05-01 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
18,S100TAVJ,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G13672,030,10A000,160,2023-08-08,2024-08-05,2024-05-01 09:07,半期報告書（内国投資信託受益証券）－第5期(2023/08/08－2024/08/05),,,,,,,0,0,0,1,1,0,0,1,1
19,S100TAVK,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G13673,030,04A000,030,,,2024-05-01 09:08,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
20,S100TAJZ,E12473,,4010001031576,ＵＢＳアセット・マネジメント株式会社,G03702,030,995000,180,,,2024-05-01 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
21,S100TB5R,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11946,030,07A000,120,2023-02-02,2024-02-01,2024-05-01 09:08,有価証券報告書（内国投資信託受益証券）－第30期(2023/02/02－2024/02/01),,,,,,,0,0,0,1,1,1,0,1,1
22,S100TAVL,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G13673,030,10A000,160,2023-08-08,2024-08-05,2024-05-01 09:09,半期報告書（内国投資信託受益証券）－第5期(2023/08/08－2024/08/05),,,,,,,0,0,0,1,1,0,0,1,1
23,S100TB5Q,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11946,030,04A000,030,,,2024-05-01 09:09,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
24,S100TB6D,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11986,030,07A000,120,2023-02-02,2024-02-01,2024-05-01 09:09,有価証券報告書（内国投資信託受益証券）－第20期(2023/02/02－2024/02/01),,,,,,,0,0,0,1,1,1,0,1,1
25,S100TAVM,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G13674,030,04A000,030,,,2024-05-01 09:10,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
26,S100TB6B,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11951,030,07A000,120,2023-02-02,2024-02-01,2024-05-01 09:10,有価証券報告書（内国投資信託受益証券）－第30期(2023/02/02－2024/02/01),,,,,,,0,0,0,1,1,1,0,1,1
27,S100TB6C,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11986,030,04A000,030,,,2024-05-01 09:11,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
